task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-036,Task 036,2025-03-23,2025-04-24,2025-03-20,2025-04-29,Complete,3 wks,Complete,False,0,,0.11,Update_010
TSK-037,Task 037,2025-05-06,2025-06-09,2025-05-04,2025-05-29,1.0,6 days,Complete,FALSE,0,Low,0.3,Update_010
TSK-038,Task 038,2025-06-17,2025-07-27,2025-06-18,2025-07-04,100%,4 wks,Complete,No,No,Low,,Update_010
TSK-039,Task 039,2024-12-07,2025-02-25,2024-12-10,2025-01-13,Complete,,Complete,True,FALSE,High,0.09,Update_010
TSK-040,Task 040,2025-01-13,2025-03-03,2025-01-12,2025-02-07,100%,1 days,Complete,No,No,H,0.92,Update_010
TSK-041,Task 041,2025-03-17,2025-05-28,2025-03-20,2025-05-18,100%,4 wks,Complete,,Yes,Low,0.93,Update_010
TSK-042,Task 042,2024-11-29,2025-01-22,2024-11-28,2025-01-12,Complete,1 wks,Complete,0,TRUE,L,0.25,Update_010
TSK-043,Task 043,2025-08-03,2025-09-13,2025-08-03,2025-08-26,100%,5 wks,Complete,TRUE,False,Low,,Update_010
TSK-044,Task 044,2025-01-31,2025-03-05,2025-01-30,2025-02-27,100%,7,Complete,No,TRUE,Low,0.57,Update_010
TSK-045,Task 045,2025-03-26,2025-04-27,2025-03-27,2025-04-29,100%,25,Complete,No,,High,0.93,Update_010
TSK-046,Task 046,2025-05-16,2025-07-15,2025-05-18,2025-07-07,100%,2 wks,Complete,No,FALSE,Medium,,Update_010
TSK-047,Task 047,2025-09-07,2025-11-07,2025-09-06,2025-10-25,100%,1 wks,Complete,TRUE,0,Low,,Update_010
TSK-048,Task 048,2025-03-19,2025-05-04,2025-03-17,2025-04-16,1.0,,Complete,TRUE,No,H,,Update_010
TSK-049,Task 049,2025-03-30,2025-04-25,2025-03-27,2025-04-12,Complete,15,Complete,0,0,Low,0.08,Update_010
TSK-050,Task 050,2025-06-12,2025-07-27,2025-06-14,2025-07-19,1.0,5 wks,Complete,0,0,Low,,Update_010
