project_name,task_id,update_phase,task_name,baseline_end_date,actual_finish,slip_days,severity_score,change_type
Delta,tsk-004,Update_008,Task 004,2025-04-24,2025-06-18,55.0,10.0,No Change
Delta,tsk-004,Update_009,Task 004,2025-04-24,2025-06-18,55.0,10.0,No Change
Delta,tsk-004,Update_010,Task 004,2025-04-24,2025-06-18,55.0,10.0,No Change
Delta,tsk-004,Update_011,Task 004,2025-04-24,2025-06-18,55.0,10.0,No Change
Delta,tsk-004,Update_012,Task 004,2025-04-24,2025-06-18,55.0,10.0,No Change
Delta,tsk-004,Update_013,Task 004,2025-04-24,2025-06-18,55.0,10.0,No Change
Delta,tsk-004,Update_014,Task 004,2025-04-24,2025-06-18,55.0,10.0,No Change
Delta,tsk-004,Update_015,Task 004,2025-04-24,2025-06-18,55.0,10.0,No Change
Delta,tsk-005,Update_001,Task 005,2025-08-13,NA,0.0,0.0,Initial
Delta,tsk-005,Update_002,Task 005,2025-08-13,2025-09-14,32.0,10.0,Initial
Delta,tsk-005,Update_003,Task 005,2025-08-13,2025-09-14,32.0,10.0,No Change
Delta,tsk-005,Update_004,Task 005,2025-08-13,2025-09-14,32.0,10.0,No Change
Delta,tsk-005,Update_005,Task 005,2025-08-13,2025-09-14,32.0,10.0,No Change
Delta,tsk-005,Update_006,Task 005,NA,NA,0.0,0.0,Initial
Delta,tsk-005,Update_007,Task 005,2025-08-13,2025-09-14,32.0,10.0,Initial
Delta,tsk-005,Update_008,Task 005,2025-08-13,2025-09-14,32.0,10.0,No Change
Delta,tsk-005,Update_009,Task 005,2025-08-13,2025-09-14,32.0,10.0,No Change
Delta,tsk-005,Update_010,Task 005,2025-08-13,2025-09-14,32.0,10.0,No Change
Delta,tsk-005,Update_011,Task 005,2025-08-13,2025-09-14,32.0,10.0,No Change
Delta,tsk-005,Update_012,Task 005,2025-08-13,2025-10-20,68.0,10.0,Slipped Further
Delta,tsk-005,Update_013,Task 005,2025-08-13,2025-10-20,68.0,10.0,No Change
Delta,tsk-005,Update_014,Task 005,2025-08-13,2025-10-20,68.0,10.0,No Change
Delta,tsk-005,Update_015,Task 005,2025-08-13,2025-10-20,68.0,10.0,No Change
Delta,tsk-006,Update_001,Task 006,2025-07-29,NA,0.0,0.0,Initial
Delta,tsk-006,Update_002,Task 006,2025-07-29,NA,0.0,0.0,Initial
Delta,tsk-006,Update_003,Task 006,2025-07-29,NA,0.0,0.0,Initial
Delta,tsk-006,Update_004,Task 006,2025-07-29,NA,0.0,0.0,Initial
Delta,tsk-006,Update_005,Task 006,2025-07-29,NA,0.0,0.0,Initial
Delta,tsk-006,Update_006,Task 006,NA,NA,0.0,0.0,Initial
Delta,tsk-006,Update_007,Task 006,2025-07-29,2025-07-20,-9.0,0.0,Initial
Delta,tsk-006,Update_008,Task 006,2025-07-29,2025-07-20,-9.0,0.0,No Change
Delta,tsk-006,Update_009,Task 006,2025-07-29,2025-07-20,-9.0,0.0,No Change
Delta,tsk-006,Update_010,Task 006,2025-07-29,2025-07-20,-9.0,0.0,No Change
Delta,tsk-006,Update_011,Task 006,2025-07-29,2025-07-20,-9.0,0.0,No Change
Delta,tsk-006,Update_012,Task 006,2025-07-29,2025-07-20,-9.0,0.0,No Change
Delta,tsk-006,Update_013,Task 006,2025-07-29,2025-07-20,-9.0,0.0,No Change
Delta,tsk-006,Update_014,Task 006,2025-07-29,2025-07-20,-9.0,0.0,No Change
Delta,tsk-006,Update_015,Task 006,2025-07-29,2025-07-20,-9.0,0.0,No Change
Delta,tsk-007,Update_001,Task 007,2025-07-22,NA,0.0,0.0,Initial
Delta,tsk-007,Update_002,Task 007,2025-07-22,NA,0.0,0.0,Initial
Delta,tsk-007,Update_003,Task 007,2025-07-22,NA,0.0,0.0,Initial
Delta,tsk-007,Update_004,Task 007,2025-07-22,2025-08-26,35.0,10.0,Initial
Delta,tsk-007,Update_005,Task 007,2025-07-22,2025-08-26,35.0,10.0,No Change
Delta,tsk-007,Update_006,Task 007,NA,NA,0.0,0.0,Initial
Delta,tsk-007,Update_007,Task 007,2025-07-22,2025-08-26,35.0,10.0,Initial
Delta,tsk-007,Update_008,Task 007,2025-07-22,2025-08-26,35.0,10.0,No Change
Delta,tsk-007,Update_009,Task 007,2025-07-22,2025-08-26,35.0,10.0,No Change
Delta,tsk-007,Update_010,Task 007,2025-07-22,2025-08-26,35.0,10.0,No Change
Delta,tsk-007,Update_011,Task 007,2025-07-22,2025-11-07,108.0,10.0,Slipped Further
Delta,tsk-007,Update_012,Task 007,2025-07-22,2025-11-07,108.0,10.0,No Change
Delta,tsk-007,Update_013,Task 007,2025-07-22,2025-11-07,108.0,10.0,No Change
Delta,tsk-007,Update_014,Task 007,2025-07-22,2025-11-07,108.0,10.0,No Change
Delta,tsk-007,Update_015,Task 007,2025-07-22,2025-11-07,108.0,10.0,No Change
Delta,tsk-008,Update_001,Task 008,2025-07-23,NA,0.0,0.0,Initial
Delta,tsk-008,Update_002,Task 008,2025-07-23,2025-09-15,54.0,10.0,Initial
Delta,tsk-008,Update_003,Task 008,2025-07-23,2025-09-15,54.0,10.0,No Change
Delta,tsk-008,Update_004,Task 008,2025-07-23,2025-09-15,54.0,10.0,No Change
Delta,tsk-008,Update_005,Task 008,2025-07-23,2025-09-15,54.0,10.0,No Change
Delta,tsk-008,Update_006,Task 008,NA,NA,0.0,0.0,Initial
Delta,tsk-008,Update_007,Task 008,2025-07-23,2025-09-21,60.0,10.0,Initial
Delta,tsk-008,Update_008,Task 008,2025-07-23,2025-10-01,70.0,10.0,Slipped Further
Delta,tsk-008,Update_009,Task 008,2025-07-23,2025-10-01,70.0,10.0,No Change
Delta,tsk-008,Update_010,Task 008,2025-07-23,2025-10-01,70.0,10.0,No Change
Delta,tsk-008,Update_011,Task 008,2025-07-23,2025-10-01,70.0,10.0,No Change
Delta,tsk-008,Update_012,Task 008,2025-07-23,2025-10-01,70.0,10.0,No Change
Delta,tsk-008,Update_013,Task 008,2025-07-23,2025-10-01,70.0,10.0,No Change
Delta,tsk-008,Update_014,Task 008,2025-07-23,2025-10-01,70.0,10.0,No Change
Delta,tsk-008,Update_015,Task 008,2025-07-23,2025-10-01,70.0,10.0,No Change
Delta,tsk-009,Update_001,Task 009,2025-08-04,NA,0.0,0.0,Initial
Delta,tsk-009,Update_002,Task 009,2025-08-04,2025-08-18,14.0,10.0,Initial
Delta,tsk-009,Update_003,Task 009,2025-08-04,2025-08-18,14.0,10.0,No Change
Delta,tsk-009,Update_004,Task 009,2025-08-04,2025-08-18,14.0,10.0,No Change
Delta,tsk-009,Update_005,Task 009,2025-08-04,2025-08-18,14.0,10.0,No Change
Delta,tsk-009,Update_006,Task 009,NA,NA,0.0,0.0,Initial
Delta,tsk-009,Update_007,Task 009,2025-08-04,2025-10-08,65.0,10.0,Initial
Delta,tsk-009,Update_008,Task 009,2025-08-04,2025-10-08,65.0,10.0,No Change
Delta,tsk-009,Update_009,Task 009,2025-08-04,2025-10-08,65.0,10.0,No Change
Delta,tsk-009,Update_010,Task 009,2025-08-04,2025-10-08,65.0,10.0,No Change
Delta,tsk-009,Update_011,Task 009,2025-08-04,2025-10-08,65.0,10.0,No Change
Delta,tsk-009,Update_012,Task 009,2025-08-04,2025-10-08,65.0,10.0,No Change
Delta,tsk-009,Update_013,Task 009,2025-08-04,2025-10-08,65.0,10.0,No Change
Delta,tsk-009,Update_014,Task 009,2025-08-04,2025-10-08,65.0,10.0,No Change
Delta,tsk-009,Update_015,Task 009,2025-08-04,2025-10-08,65.0,10.0,No Change
Delta,tsk-010,Update_001,Task 010,2025-10-26,NA,0.0,0.0,Initial
Delta,tsk-010,Update_002,Task 010,2025-10-26,2025-11-18,23.0,10.0,Initial
Delta,tsk-010,Update_003,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_004,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_005,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_006,Task 010,NA,NA,0.0,0.0,Initial
Delta,tsk-010,Update_007,Task 010,2025-10-26,2025-11-18,23.0,10.0,Initial
Delta,tsk-010,Update_008,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_009,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_010,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_011,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_012,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_013,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_014,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-010,Update_015,Task 010,2025-10-26,2025-11-18,23.0,10.0,No Change
Delta,tsk-011,Update_001,Task 011,2025-08-10,NA,0.0,0.0,Initial
Delta,tsk-011,Update_002,Task 011,2025-08-10,2025-09-17,38.0,10.0,Initial
Delta,tsk-011,Update_003,Task 011,2025-08-10,2025-09-17,38.0,10.0,No Change
Delta,tsk-011,Update_004,Task 011,2025-08-10,2025-09-17,38.0,10.0,No Change
Delta,tsk-011,Update_005,Task 011,2025-08-10,2025-09-17,38.0,10.0,No Change
Delta,tsk-011,Update_006,Task 011,NA,NA,0.0,0.0,Initial
Delta,tsk-011,Update_007,Task 011,2025-08-10,2025-09-17,38.0,10.0,Initial
Delta,tsk-011,Update_008,Task 011,2025-08-10,2025-09-17,38.0,10.0,No Change
Delta,tsk-011,Update_009,Task 011,2025-08-10,2025-09-17,38.0,10.0,No Change
Delta,tsk-011,Update_010,Task 011,2025-08-10,2025-09-17,38.0,10.0,No Change
Delta,tsk-011,Update_011,Task 011,2025-08-10,2025-09-17,38.0,10.0,No Change
Delta,tsk-011,Update_012,Task 011,2025-08-10,2025-09-17,38.0,10.0,No Change
Delta,tsk-011,Update_013,Task 011,2025-08-10,2025-09-12,33.0,10.0,Recovered
Delta,tsk-011,Update_014,Task 011,2025-08-10,2025-09-12,33.0,10.0,No Change
Delta,tsk-011,Update_015,Task 011,2025-08-10,2025-09-12,33.0,10.0,No Change
Delta,tsk-012,Update_001,Task 012,2025-10-22,NA,0.0,0.0,Initial
Delta,tsk-012,Update_002,Task 012,2025-10-22,2025-12-07,46.0,10.0,Initial
Delta,tsk-012,Update_003,Task 012,2025-10-22,2025-12-07,46.0,10.0,No Change
Delta,tsk-012,Update_004,Task 012,2025-10-22,2025-12-07,46.0,10.0,No Change
Delta,tsk-012,Update_005,Task 012,2025-10-22,2025-12-07,46.0,10.0,No Change
Delta,tsk-012,Update_006,Task 012,NA,NA,0.0,0.0,Initial
Delta,tsk-012,Update_007,Task 012,2025-10-22,2025-12-07,46.0,10.0,Initial
Delta,tsk-012,Update_008,Task 012,2025-10-22,2025-12-07,46.0,10.0,No Change
Delta,tsk-012,Update_009,Task 012,2025-10-22,2026-02-13,114.0,10.0,Slipped Further
Delta,tsk-012,Update_010,Task 012,2025-10-22,2026-02-13,114.0,10.0,No Change
Delta,tsk-012,Update_011,Task 012,2025-10-22,2026-02-13,114.0,10.0,No Change
Delta,tsk-012,Update_012,Task 012,2025-10-22,2026-02-13,114.0,10.0,No Change
Delta,tsk-012,Update_013,Task 012,2025-10-22,2026-02-13,114.0,10.0,No Change
Delta,tsk-012,Update_014,Task 012,2025-10-22,2026-02-13,114.0,10.0,No Change
Delta,tsk-012,Update_015,Task 012,2025-10-22,2026-02-13,114.0,10.0,No Change
Delta,tsk-013,Update_001,Task 013,2025-06-08,NA,0.0,0.0,Initial
Delta,tsk-013,Update_002,Task 013,2025-06-08,2025-07-01,23.0,10.0,Initial
Delta,tsk-013,Update_003,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_004,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_005,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_006,Task 013,NA,NA,0.0,0.0,Initial
Delta,tsk-013,Update_007,Task 013,2025-06-08,2025-07-01,23.0,10.0,Initial
Delta,tsk-013,Update_008,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_009,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_010,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_011,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_012,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_013,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_014,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-013,Update_015,Task 013,2025-06-08,2025-07-01,23.0,10.0,No Change
Delta,tsk-014,Update_001,Task 014,2025-12-13,NA,0.0,0.0,Initial
Delta,tsk-014,Update_002,Task 014,2025-12-13,2026-01-07,25.0,10.0,Initial
Delta,tsk-014,Update_003,Task 014,2025-12-13,2026-01-07,25.0,10.0,No Change
Delta,tsk-014,Update_004,Task 014,2025-12-13,2026-01-07,25.0,10.0,No Change
Delta,tsk-014,Update_005,Task 014,2025-12-13,2026-01-07,25.0,10.0,No Change
Delta,tsk-014,Update_006,Task 014,NA,NA,0.0,0.0,Initial
Delta,tsk-014,Update_007,Task 014,2025-12-13,2026-02-18,67.0,10.0,Initial
Delta,tsk-014,Update_008,Task 014,2025-12-13,2026-02-18,67.0,10.0,No Change
Delta,tsk-014,Update_009,Task 014,2025-12-13,2026-02-18,67.0,10.0,No Change
Delta,tsk-014,Update_010,Task 014,2025-12-13,2026-02-18,67.0,10.0,No Change
Delta,tsk-014,Update_011,Task 014,2025-12-13,2026-02-18,67.0,10.0,No Change
Delta,tsk-014,Update_012,Task 014,2025-12-13,2026-02-18,67.0,10.0,No Change
Delta,tsk-014,Update_013,Task 014,2025-12-13,2026-02-18,67.0,10.0,No Change
Delta,tsk-014,Update_014,Task 014,2025-12-13,2026-02-18,67.0,10.0,No Change
Delta,tsk-014,Update_015,Task 014,2025-12-13,2026-02-18,67.0,10.0,No Change
Delta,tsk-015,Update_001,Task 015,2025-06-30,NA,0.0,0.0,Initial
Delta,tsk-015,Update_002,Task 015,2025-06-30,NA,0.0,0.0,Initial
Delta,tsk-015,Update_003,Task 015,2025-06-30,2025-08-14,45.0,10.0,Initial
Delta,tsk-015,Update_004,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-015,Update_005,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-015,Update_006,Task 015,NA,NA,0.0,0.0,Initial
Delta,tsk-015,Update_007,Task 015,2025-06-30,2025-08-14,45.0,10.0,Initial
Delta,tsk-015,Update_008,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-015,Update_009,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-015,Update_010,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-015,Update_011,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-015,Update_012,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-015,Update_013,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-015,Update_014,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-015,Update_015,Task 015,2025-06-30,2025-08-14,45.0,10.0,No Change
Delta,tsk-016,Update_001,Task 016,2025-10-14,NA,0.0,0.0,Initial
Delta,tsk-016,Update_002,Task 016,2025-10-14,2025-11-11,28.0,10.0,Initial
Delta,tsk-016,Update_003,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_004,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_005,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_006,Task 016,NA,NA,0.0,0.0,Initial
Delta,tsk-016,Update_007,Task 016,2025-10-14,2025-11-11,28.0,10.0,Initial
Delta,tsk-016,Update_008,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_009,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_010,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_011,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_012,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_013,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_014,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-016,Update_015,Task 016,2025-10-14,2025-11-11,28.0,10.0,No Change
Delta,tsk-017,Update_001,Task 017,2025-06-29,NA,0.0,0.0,Initial
Delta,tsk-017,Update_002,Task 017,2025-06-29,NA,0.0,0.0,Initial
Delta,tsk-017,Update_003,Task 017,2025-06-29,NA,0.0,0.0,Initial
Delta,tsk-017,Update_004,Task 017,2025-06-29,NA,0.0,0.0,Initial
Delta,tsk-017,Update_005,Task 017,2025-06-29,NA,0.0,0.0,Initial
Delta,tsk-017,Update_006,Task 017,NA,NA,0.0,0.0,Initial
Delta,tsk-017,Update_007,Task 017,2025-06-29,2025-08-27,59.0,10.0,Initial
Delta,tsk-017,Update_008,Task 017,2025-06-29,2025-08-27,59.0,10.0,No Change
Delta,tsk-017,Update_009,Task 017,2025-06-29,2025-08-27,59.0,10.0,No Change
Delta,tsk-017,Update_010,Task 017,2025-06-29,2025-08-27,59.0,10.0,No Change
Delta,tsk-017,Update_011,Task 017,2025-06-29,2025-08-27,59.0,10.0,No Change
Delta,tsk-017,Update_012,Task 017,2025-06-29,2025-08-27,59.0,10.0,No Change
Delta,tsk-017,Update_013,Task 017,2025-06-29,2025-08-27,59.0,10.0,No Change
Delta,tsk-017,Update_014,Task 017,2025-06-29,2025-08-27,59.0,10.0,No Change
Delta,tsk-017,Update_015,Task 017,2025-06-29,2025-08-27,59.0,10.0,No Change
Delta,tsk-018,Update_001,Task 018,2025-04-02,NA,0.0,0.0,Initial
Delta,tsk-018,Update_002,Task 018,2025-04-02,NA,0.0,0.0,Initial
Delta,tsk-018,Update_003,Task 018,2025-04-02,2025-05-22,50.0,10.0,Initial
Delta,tsk-018,Update_004,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-018,Update_005,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-018,Update_006,Task 018,NA,NA,0.0,0.0,Initial
Delta,tsk-018,Update_007,Task 018,2025-04-02,2025-05-22,50.0,10.0,Initial
Delta,tsk-018,Update_008,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-018,Update_009,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-018,Update_010,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-018,Update_011,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-018,Update_012,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-018,Update_013,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-018,Update_014,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-018,Update_015,Task 018,2025-04-02,2025-05-22,50.0,10.0,No Change
Delta,tsk-019,Update_001,Task 019,2025-03-24,NA,0.0,0.0,Initial
Delta,tsk-019,Update_002,Task 019,2025-03-24,NA,0.0,0.0,Initial
Delta,tsk-019,Update_003,Task 019,2025-03-24,NA,0.0,0.0,Initial
Delta,tsk-019,Update_004,Task 019,2025-03-24,NA,0.0,0.0,Initial
Delta,tsk-019,Update_005,Task 019,2025-03-24,NA,0.0,0.0,Initial
Delta,tsk-019,Update_006,Task 019,NA,NA,0.0,0.0,Initial
Delta,tsk-019,Update_007,Task 019,2025-03-24,2025-04-09,16.0,10.0,Initial
Delta,tsk-019,Update_008,Task 019,2025-03-24,2025-04-09,16.0,10.0,No Change
Delta,tsk-019,Update_009,Task 019,2025-03-24,2025-04-09,16.0,10.0,No Change
Delta,tsk-019,Update_010,Task 019,2025-03-24,2025-04-09,16.0,10.0,No Change
Delta,tsk-019,Update_011,Task 019,2025-03-24,2025-04-09,16.0,10.0,No Change
Delta,tsk-019,Update_012,Task 019,2025-03-24,2025-04-09,16.0,10.0,No Change
Delta,tsk-019,Update_013,Task 019,2025-03-24,2025-04-09,16.0,10.0,No Change
Delta,tsk-019,Update_014,Task 019,2025-03-24,2025-04-09,16.0,10.0,No Change
Delta,tsk-019,Update_015,Task 019,2025-03-24,2025-04-09,16.0,10.0,No Change
Delta,tsk-020,Update_001,Task 020,2025-06-16,NA,0.0,0.0,Initial
Delta,tsk-020,Update_002,Task 020,2025-06-16,2025-08-05,50.0,10.0,Initial
Delta,tsk-020,Update_003,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_004,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_005,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_006,Task 020,NA,NA,0.0,0.0,Initial
Delta,tsk-020,Update_007,Task 020,2025-06-16,2025-08-05,50.0,10.0,Initial
Delta,tsk-020,Update_008,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_009,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_010,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_011,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_012,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_013,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_014,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-020,Update_015,Task 020,2025-06-16,2025-08-05,50.0,10.0,No Change
Delta,tsk-021,Update_001,Task 021,2025-12-25,NA,0.0,0.0,Initial
Delta,tsk-021,Update_002,Task 021,2025-12-25,NA,0.0,0.0,Initial
Delta,tsk-021,Update_003,Task 021,2025-12-25,NA,0.0,0.0,Initial
Delta,tsk-021,Update_004,Task 021,2025-12-25,NA,0.0,0.0,Initial
Delta,tsk-021,Update_005,Task 021,2025-12-25,NA,0.0,0.0,Initial
Delta,tsk-021,Update_006,Task 021,NA,NA,0.0,0.0,Initial
Delta,tsk-021,Update_007,Task 021,2025-12-25,NA,0.0,0.0,Initial
Delta,tsk-021,Update_008,Task 021,2025-12-25,2026-02-08,45.0,10.0,Initial
Delta,tsk-021,Update_009,Task 021,2025-12-25,2026-02-08,45.0,10.0,No Change
