project_name,task_id,task_name,recommendation,severity,confidence,trigger
Delta,tsk-057,Task 057,"Task shows significant slippage (29 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-059,Task 059,"Task shows significant slippage (23 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-060,Task 060,"Task shows significant slippage (72 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-061,Task 061,"Task shows significant slippage (102 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-062,Task 062,"Task shows significant slippage (23 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-063,Task 063,"Task shows significant slippage (58 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-064,Task 064,"Task shows significant slippage (14 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-065,Task 065,"Task shows significant slippage (35 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-066,Task 066,"Task shows significant slippage (16 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-067,Task 067,"Task shows significant slippage (25 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-068,Task 068,"Task shows significant slippage (59 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-069,Task 069,"Task shows significant slippage (24 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-070,Task 070,"Task shows significant slippage (28 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-071,Task 071,"Task shows significant slippage (121 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-072,Task 072,"Task shows significant slippage (36 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,tsk-074,Task 074,"Task shows significant slippage (42 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Delta,0,Task tsk-003,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 53 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,1,Task tsk-005,A significant change point in slippage trend was detected around update phase 'Update_013' (Slippage: 68 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,2,Task tsk-008,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 70 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,3,Task tsk-009,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 65 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,4,Task tsk-011,A significant change point in slippage trend was detected around update phase 'Update_013' (Slippage: 33 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,5,Task tsk-014,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 67 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,6,Task tsk-028,A significant change point in slippage trend was detected around update phase 'Update_009' (Slippage: 83 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,7,Task tsk-032,A significant change point in slippage trend was detected around update phase 'Update_009' (Slippage: 11 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,8,Task tsk-037,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 43 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,9,Task tsk-039,A significant change point in slippage trend was detected around update phase 'Update_013' (Slippage: 44 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,10,Task tsk-041,A significant change point in slippage trend was detected around update phase 'Update_013' (Slippage: 33 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,11,Task tsk-049,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 10 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,12,Task tsk-056,A significant change point in slippage trend was detected around update phase 'Update_009' (Slippage: 87 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,13,Task tsk-074,A significant change point in slippage trend was detected around update phase 'Update_009' (Slippage: 42 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Delta,14,Task tsk-075,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 7 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
