project_name,task_id,task_name,start_date,end_date,baseline_start,baseline_end,duration,percent_complete,update_phase,is_critical,slip_days,severity_score,change_type
Delta,tsk-018,Task 018,2025-02-06,2025-05-22,2025-02-07,2025-04-02,105.0,1.0,Update_008,False,50.0,10.0,No Change
Delta,tsk-019,Task 019,2025-02-27,2025-04-09,2025-02-26,2025-03-24,41.0,0.9310515671279508,Update_008,False,16.0,10.0,No Change
Delta,tsk-020,Task 020,2025-05-07,2025-08-05,2025-05-09,2025-06-16,90.0,1.0,Update_008,True,50.0,10.0,No Change
Delta,tsk-021,Task 021,2025-10-27,2026-02-08,2025-10-26,2025-12-25,104.0,1.0,Update_008,False,45.0,10.0,Initial
Delta,tsk-022,Task 022,2025-06-18,2025-08-17,2025-06-15,2025-07-05,60.0,1.0,Update_008,False,43.0,10.0,No Change
Delta,tsk-023,Task 023,2025-04-27,2025-05-12,2025-04-24,2025-05-10,15.0,1.0,Update_008,False,2.0,2.0,No Change
Delta,tsk-024,Task 024,2024-11-07,2025-01-14,2024-11-07,2024-12-14,68.0,0.03380261285933772,Update_008,False,31.0,10.0,No Change
Delta,tsk-025,Task 025,2025-04-04,2025-07-20,2025-04-06,2025-05-22,107.0,0.8349439212130451,Update_008,False,59.0,10.0,No Change
Delta,tsk-026,Task 026,2024-12-20,2025-01-31,2024-12-21,2025-01-07,42.0,0.6361179770059231,Update_008,False,24.0,10.0,No Change
Delta,tsk-027,Task 027,2025-02-18,2025-06-11,2025-02-15,2025-04-05,113.0,1.0,Update_008,False,67.0,10.0,No Change
Delta,tsk-028,Task 028,2025-10-10,2025-12-16,2025-10-12,2025-10-26,67.0,1.0,Update_008,False,51.0,10.0,No Change
Delta,tsk-029,Task 029,2025-09-28,2025-11-21,2025-09-26,2025-10-17,54.0,0.941608900952992,Update_008,False,35.0,10.0,No Change
Delta,tsk-030,Task 030,2025-04-17,2025-06-20,2025-04-16,2025-06-12,64.0,0.7578208907576366,Update_008,True,8.0,10.0,No Change
Delta,tsk-031,Task 031,2025-05-01,2025-07-27,2025-04-30,2025-06-20,87.0,5.147399228166982e-05,Update_008,False,37.0,10.0,No Change
Delta,tsk-032,Task 032,2025-10-25,2025-12-08,2025-10-24,2025-11-27,44.0,0.5634936684392386,Update_008,False,11.0,10.0,Slipped Further
Delta,tsk-033,Task 033,2025-07-17,2025-10-30,2025-07-19,2025-09-11,105.0,1.0,Update_008,False,49.0,10.0,No Change
Delta,tsk-034,Task 034,2025-05-25,2025-06-28,2025-05-22,2025-06-02,34.0,0.6575998172956063,Update_008,False,26.0,10.0,No Change
Delta,tsk-035,Task 035,2025-09-04,2025-11-05,2025-09-03,2025-10-21,62.0,1.0,Update_008,False,15.0,10.0,No Change
Delta,tsk-036,Task 036,2025-10-24,2026-02-12,2025-10-27,2025-12-16,111.0,1.0,Update_008,False,58.0,10.0,No Change
Delta,tsk-037,Task 037,2025-06-04,2025-08-22,2025-06-06,2025-07-10,79.0,1.0,Update_008,False,43.0,10.0,No Change
Delta,tsk-038,Task 038,2025-10-13,2025-12-04,2025-10-15,2025-11-03,52.0,1.0,Update_008,False,31.0,10.0,No Change
Delta,tsk-039,Task 039,2024-12-09,2025-01-29,2024-12-06,2024-12-21,51.0,1.0,Update_008,True,39.0,10.0,No Change
Delta,tsk-040,Task 040,2025-05-04,2025-06-25,2025-05-01,2025-06-21,52.0,0.14193171298788687,Update_008,False,4.0,4.0,No Change
Delta,tsk-041,Task 041,2025-09-12,2025-10-21,2025-09-12,2025-09-30,39.0,1.0,Update_008,False,21.0,10.0,No Change
Delta,tsk-042,Task 042,2025-06-20,2025-09-24,2025-06-23,2025-07-16,96.0,0.8098034511198414,Update_008,False,70.0,10.0,No Change
Delta,tsk-043,Task 043,2024-11-04,2025-01-15,2024-11-04,2024-11-23,72.0,1.0,Update_008,True,53.0,10.0,No Change
Delta,tsk-044,Task 044,2024-11-30,2025-02-17,2024-11-29,2025-01-23,79.0,1.0,Update_008,False,25.0,10.0,No Change
Delta,tsk-045,Task 045,2025-02-19,2025-05-30,2025-02-21,2025-04-10,100.0,0.15447931504042772,Update_008,False,50.0,10.0,No Change
Delta,tsk-046,Task 046,2025-07-11,2025-09-06,2025-07-08,2025-08-17,57.0,1.0,Update_008,False,20.0,10.0,No Change
Delta,tsk-047,Task 047,2024-12-24,2025-01-29,2024-12-24,2025-01-18,36.0,1.0,Update_008,False,11.0,10.0,No Change
Delta,tsk-048,Task 048,2024-12-12,2025-01-31,2024-12-13,2025-01-14,50.0,1.0,Update_008,False,17.0,10.0,No Change
Delta,tsk-049,Task 049,2025-03-30,2025-06-06,2025-03-31,2025-05-27,68.0,1.0,Update_008,True,10.0,10.0,No Change
Delta,tsk-050,Task 050,2025-07-13,2025-09-20,2025-07-12,2025-08-27,69.0,0.6097561077310321,Update_008,False,24.0,10.0,No Change
Delta,tsk-051,Task 051,2025-02-28,2025-06-13,2025-03-02,2025-04-18,105.0,1.0,Update_008,False,56.0,10.0,No Change
Delta,tsk-052,Task 052,2025-10-28,2026-01-14,2025-10-25,2025-11-25,78.0,0.8793405701040818,Update_008,True,50.0,10.0,No Change
Delta,tsk-053,Task 053,2025-07-14,2025-09-12,2025-07-14,2025-08-15,60.0,1.0,Update_008,False,28.0,10.0,No Change
Delta,tsk-054,Task 054,2025-07-05,2025-08-04,2025-07-03,2025-07-22,30.0,1.0,Update_008,False,13.0,10.0,No Change
Delta,tsk-055,Task 055,2024-11-10,2025-02-04,2024-11-10,2024-12-15,86.0,0.5172590921044053,Update_008,True,51.0,10.0,No Change
Delta,tsk-056,Task 056,2025-02-06,2025-06-29,2025-02-03,2025-04-03,143.0,0.7199421023789261,Update_008,True,87.0,10.0,Slipped Further
Delta,tsk-057,Task 057,2025-03-04,2025-05-31,2025-03-01,2025-04-28,88.0,0.8478128754398105,Update_008,False,33.0,10.0,No Change
Delta,tsk-058,Task 058,2025-06-18,2025-07-01,2025-06-15,2025-07-10,13.0,1.0,Update_008,False,-9.0,0.0,No Change
Delta,tsk-059,Task 059,2025-06-27,2025-08-18,2025-06-30,2025-07-26,52.0,1.0,Update_008,True,23.0,10.0,No Change
Delta,tsk-060,Task 060,2024-12-30,2025-04-16,2024-12-27,2025-02-03,107.0,0.1463088145822607,Update_008,False,72.0,10.0,No Change
Delta,tsk-061,Task 061,2025-05-09,2025-08-07,2025-05-12,2025-07-06,90.0,0.773746805907606,Update_008,False,32.0,10.0,No Change
Delta,tsk-062,Task 062,2025-05-28,2025-08-19,2025-05-30,2025-07-27,83.0,0.8358165718652454,Update_008,True,23.0,10.0,No Change
Delta,tsk-063,Task 063,2025-02-01,2025-04-24,2025-02-01,2025-02-25,82.0,1.0,Update_008,False,58.0,10.0,No Change
Delta,tsk-064,Task 064,2025-09-02,2025-09-29,2025-09-04,2025-09-15,27.0,0.3819496370840426,Update_008,True,14.0,10.0,No Change
Delta,tsk-065,Task 065,2025-06-13,2025-08-29,2025-06-10,2025-07-25,77.0,1.0,Update_008,True,35.0,10.0,No Change
Delta,tsk-066,Task 066,2025-10-18,2025-11-25,2025-10-17,2025-11-09,38.0,0.6999841881596711,Update_008,False,16.0,10.0,No Change
Delta,tsk-067,Task 067,2025-03-09,2025-05-10,2025-03-09,2025-04-15,62.0,0.7683367530469489,Update_008,False,25.0,10.0,No Change
Delta,tsk-068,Task 068,2025-02-04,2025-03-15,2025-02-01,2025-02-20,39.0,0.011502684151571697,Update_008,True,23.0,10.0,No Change
Delta,tsk-069,Task 069,2025-04-13,2025-06-09,2025-04-10,2025-05-16,57.0,1.0,Update_008,False,24.0,10.0,No Change
Delta,tsk-070,Task 070,2025-02-13,2025-05-02,2025-02-13,2025-04-04,78.0,0.9098337329614341,Update_008,False,28.0,10.0,No Change
Delta,tsk-071,Task 071,2025-07-23,2025-10-30,2025-07-23,2025-09-17,99.0,0.04950741863753236,Update_008,False,43.0,10.0,No Change
Delta,tsk-072,Task 072,2025-09-30,2025-12-15,2025-10-02,2025-11-09,76.0,1.0,Update_008,False,36.0,10.0,No Change
Delta,tsk-073,Task 073,2025-08-27,2025-09-01,2025-08-26,2025-09-25,5.0,0.17553971767208584,Update_008,False,-24.0,0.0,No Change
Delta,tsk-074,Task 074,2025-09-22,2025-11-16,2025-09-20,2025-10-10,55.0,0.9416399733670151,Update_008,False,37.0,10.0,No Change
Delta,tsk-075,Task 075,2025-10-06,2025-11-21,2025-10-08,2025-11-14,46.0,1.0,Update_008,False,7.0,7.0,Slipped Further
Delta,tsk-001,Task 001,2025-06-13,2025-09-13,2025-06-12,2025-08-04,92.0,1.0,Update_009,False,40.0,10.0,No Change
Delta,tsk-002,Task 002,2025-01-02,2025-02-12,2025-01-02,2025-01-19,41.0,0.041296038289994834,Update_009,False,24.0,10.0,No Change
Delta,tsk-003,Task 003,2025-03-07,2025-05-16,2025-03-10,2025-03-24,70.0,0.6687570974394914,Update_009,False,53.0,10.0,No Change
Delta,tsk-004,Task 004,2025-03-13,2025-06-18,2025-03-12,2025-04-24,97.0,0.7844281269877821,Update_009,False,55.0,10.0,No Change
Delta,tsk-005,Task 005,2025-06-22,2025-09-14,2025-06-23,2025-08-13,84.0,0.50490561771993,Update_009,False,32.0,10.0,No Change
Delta,tsk-006,Task 006,2025-07-11,2025-07-20,2025-07-13,2025-07-29,9.0,1.0,Update_009,False,-9.0,0.0,No Change
Delta,tsk-007,Task 007,2025-06-18,2025-08-26,2025-06-16,2025-07-22,69.0,0.4557424296291297,Update_009,False,35.0,10.0,No Change
Delta,tsk-008,Task 008,2025-07-11,2025-10-01,2025-07-13,2025-07-23,82.0,0.7199664341492757,Update_009,False,70.0,10.0,No Change
Delta,tsk-009,Task 009,2025-06-23,2025-10-08,2025-06-22,2025-08-04,107.0,0.9106373452383337,Update_009,False,65.0,10.0,No Change
Delta,tsk-010,Task 010,2025-09-12,2025-11-18,2025-09-14,2025-10-26,67.0,0.5072254563291505,Update_009,False,23.0,10.0,No Change
Delta,tsk-011,Task 011,2025-06-12,2025-09-17,2025-06-15,2025-08-10,97.0,1.0,Update_009,False,38.0,10.0,No Change
Delta,tsk-012,Task 012,2025-09-05,2026-02-13,2025-09-02,2025-10-22,161.0,0.01,Update_009,True,114.0,10.0,Slipped Further
Delta,tsk-013,Task 013,2025-04-20,2025-07-01,2025-04-23,2025-06-08,72.0,0.1492797393792979,Update_009,True,23.0,10.0,No Change
Delta,tsk-014,Task 014,2025-10-20,2026-02-18,2025-10-19,2025-12-13,121.0,1.0,Update_009,False,67.0,10.0,No Change
Delta,tsk-015,Task 015,2025-05-21,2025-08-14,2025-05-23,2025-06-30,85.0,0.01859167646193623,Update_009,False,45.0,10.0,No Change
Delta,tsk-016,Task 016,2025-08-31,2025-11-11,2025-08-28,2025-10-14,72.0,1.0,Update_009,False,28.0,10.0,No Change
Delta,tsk-017,Task 017,2025-04-29,2025-08-27,2025-05-02,2025-06-29,120.0,0.9425356030731203,Update_009,False,59.0,10.0,No Change
Delta,tsk-018,Task 018,2025-02-06,2025-05-22,2025-02-07,2025-04-02,105.0,1.0,Update_009,False,50.0,10.0,No Change
Delta,tsk-019,Task 019,2025-02-27,2025-04-09,2025-02-26,2025-03-24,41.0,1.0,Update_009,False,16.0,10.0,No Change
Delta,tsk-020,Task 020,2025-05-07,2025-08-05,2025-05-09,2025-06-16,90.0,1.0,Update_009,True,50.0,10.0,No Change
Delta,tsk-021,Task 021,2025-10-27,2026-02-08,2025-10-26,2025-12-25,104.0,1.0,Update_009,False,45.0,10.0,No Change
Delta,tsk-022,Task 022,2025-06-18,2025-08-17,2025-06-15,2025-07-05,60.0,1.0,Update_009,False,43.0,10.0,No Change
Delta,tsk-023,Task 023,2025-04-27,2025-05-12,2025-04-24,2025-05-10,15.0,0.3449798318414732,Update_009,False,2.0,2.0,No Change
Delta,tsk-024,Task 024,2024-11-07,2025-01-14,2024-11-07,2024-12-14,68.0,0.4106128815495279,Update_009,False,31.0,10.0,No Change
Delta,tsk-025,Task 025,2025-04-04,2025-07-20,2025-04-06,2025-05-22,107.0,1.0,Update_009,False,59.0,10.0,No Change
Delta,tsk-026,Task 026,2024-12-20,2025-01-31,2024-12-21,2025-01-07,42.0,1.0,Update_009,False,24.0,10.0,No Change
Delta,tsk-027,Task 027,2025-02-18,2025-06-11,2025-02-15,2025-04-05,113.0,1.0,Update_009,False,67.0,10.0,No Change
Delta,tsk-028,Task 028,2025-10-10,2026-01-17,2025-10-12,2025-10-26,99.0,0.6889067727422638,Update_009,False,83.0,10.0,Slipped Further
Delta,tsk-029,Task 029,2025-09-28,2025-11-21,2025-09-26,2025-10-17,54.0,1.0,Update_009,False,35.0,10.0,No Change
Delta,tsk-030,Task 030,2025-04-17,2025-06-20,2025-04-16,2025-06-12,64.0,1.0,Update_009,True,8.0,10.0,No Change
Delta,tsk-031,Task 031,2025-05-01,2025-07-27,2025-04-30,2025-06-20,87.0,1.0,Update_009,False,37.0,10.0,No Change
Delta,tsk-032,Task 032,2025-10-25,2025-12-08,2025-10-24,2025-11-27,44.0,1.0,Update_009,False,11.0,10.0,No Change
Delta,tsk-033,Task 033,2025-07-17,2025-10-30,2025-07-19,2025-09-11,105.0,1.0,Update_009,False,49.0,10.0,No Change
Delta,tsk-034,Task 034,2025-05-25,2025-06-28,2025-05-22,2025-06-02,34.0,0.11901249114183032,Update_009,False,26.0,10.0,No Change
Delta,tsk-035,Task 035,2025-09-04,2025-11-05,2025-09-03,2025-10-21,62.0,0.8809236938563005,Update_009,False,15.0,10.0,No Change
Delta,tsk-036,Task 036,2025-10-24,2026-02-12,2025-10-27,2025-12-16,111.0,0.49242991863522856,Update_009,False,58.0,10.0,No Change
Delta,tsk-037,Task 037,2025-06-04,2025-08-22,2025-06-06,2025-07-10,79.0,0.7211413794392046,Update_009,False,43.0,10.0,No Change
Delta,tsk-038,Task 038,2025-10-13,2025-12-04,2025-10-15,2025-11-03,52.0,1.0,Update_009,False,31.0,10.0,No Change
Delta,tsk-039,Task 039,2024-12-09,2025-01-29,2024-12-06,2024-12-21,51.0,1.0,Update_009,True,39.0,10.0,No Change
Delta,tsk-040,Task 040,2025-05-04,2025-06-25,2025-05-01,2025-06-21,52.0,1.0,Update_009,False,4.0,4.0,No Change
Delta,tsk-041,Task 041,2025-09-12,2025-10-23,2025-09-12,2025-09-30,41.0,1.0,Update_009,False,23.0,10.0,Slipped Further
Delta,tsk-042,Task 042,2025-06-20,2025-09-24,2025-06-23,2025-07-16,96.0,1.0,Update_009,False,70.0,10.0,No Change
Delta,tsk-043,Task 043,2024-11-04,2025-01-15,2024-11-04,2024-11-23,72.0,1.0,Update_009,True,53.0,10.0,No Change
Delta,tsk-044,Task 044,2024-11-30,2025-02-17,2024-11-29,2025-01-23,79.0,1.0,Update_009,False,25.0,10.0,No Change
Delta,tsk-045,Task 045,2025-02-19,2025-05-30,2025-02-21,2025-04-10,100.0,0.45604527030658104,Update_009,False,50.0,10.0,No Change
Delta,tsk-046,Task 046,2025-07-11,2025-09-06,2025-07-08,2025-08-17,57.0,1.0,Update_009,False,20.0,10.0,No Change
Delta,tsk-047,Task 047,2024-12-24,2025-01-29,2024-12-24,2025-01-18,36.0,0.002896023027939915,Update_009,False,11.0,10.0,No Change
Delta,tsk-048,Task 048,2024-12-12,2025-01-31,2024-12-13,2025-01-14,50.0,1.0,Update_009,False,17.0,10.0,No Change
Delta,tsk-049,Task 049,2025-03-30,2025-06-06,2025-03-31,2025-05-27,68.0,1.0,Update_009,True,10.0,10.0,No Change
Delta,tsk-050,Task 050,2025-07-13,2025-09-20,2025-07-12,2025-08-27,69.0,1.0,Update_009,False,24.0,10.0,No Change
Delta,tsk-051,Task 051,2025-02-28,2025-06-13,2025-03-02,2025-04-18,105.0,1.0,Update_009,False,56.0,10.0,No Change
Delta,tsk-052,Task 052,2025-10-28,2026-01-14,2025-10-25,2025-11-25,78.0,0.5443895587760108,Update_009,True,50.0,10.0,No Change
Delta,tsk-053,Task 053,2025-07-14,2025-09-12,2025-07-14,2025-08-15,60.0,1.0,Update_009,False,28.0,10.0,No Change
Delta,tsk-054,Task 054,2025-07-05,2025-08-04,2025-07-03,2025-07-22,30.0,1.0,Update_009,False,13.0,10.0,No Change
Delta,tsk-055,Task 055,2024-11-10,2025-02-04,2024-11-10,2024-12-15,86.0,1.0,Update_009,True,51.0,10.0,No Change
Delta,tsk-056,Task 056,2025-02-06,2025-06-29,2025-02-03,2025-04-03,143.0,1.0,Update_009,True,87.0,10.0,No Change
Delta,tsk-057,Task 057,2025-03-04,2025-05-31,2025-03-01,2025-04-28,88.0,1.0,Update_009,False,33.0,10.0,No Change
Delta,tsk-058,Task 058,2025-06-18,2025-07-01,2025-06-15,2025-07-10,13.0,0.8988175050066076,Update_009,False,-9.0,0.0,No Change
Delta,tsk-059,Task 059,2025-06-27,2025-08-18,2025-06-30,2025-07-26,52.0,0.8115429802443814,Update_009,True,23.0,10.0,No Change
Delta,tsk-060,Task 060,2024-12-30,2025-04-16,2024-12-27,2025-02-03,107.0,0.44263930125350875,Update_009,False,72.0,10.0,No Change
Delta,tsk-061,Task 061,2025-05-09,2025-08-07,2025-05-12,2025-07-06,90.0,1.0,Update_009,False,32.0,10.0,No Change
Delta,tsk-062,Task 062,2025-05-28,2025-08-19,2025-05-30,2025-07-27,83.0,0.8331814162729404,Update_009,True,23.0,10.0,No Change
Delta,tsk-063,Task 063,2025-02-01,2025-04-24,2025-02-01,2025-02-25,82.0,0.03800470392190486,Update_009,False,58.0,10.0,No Change
Delta,tsk-064,Task 064,2025-09-02,2025-09-29,2025-09-04,2025-09-15,27.0,0.45634280815191997,Update_009,True,14.0,10.0,No Change
Delta,tsk-065,Task 065,2025-06-13,2025-08-29,2025-06-10,2025-07-25,77.0,1.0,Update_009,True,35.0,10.0,No Change
Delta,tsk-066,Task 066,2025-10-18,2025-11-25,2025-10-17,2025-11-09,38.0,0.32233619478701775,Update_009,False,16.0,10.0,No Change
Delta,tsk-067,Task 067,2025-03-09,2025-05-10,2025-03-09,2025-04-15,62.0,0.8050918967878699,Update_009,False,25.0,10.0,No Change
Delta,tsk-068,Task 068,2025-02-04,2025-03-15,2025-02-01,2025-02-20,39.0,0.48396223723823434,Update_009,True,23.0,10.0,No Change
Delta,tsk-069,Task 069,2025-04-13,2025-06-09,2025-04-10,2025-05-16,57.0,1.0,Update_009,False,24.0,10.0,No Change
Delta,tsk-070,Task 070,2025-02-13,2025-05-02,2025-02-13,2025-04-04,78.0,1.0,Update_009,False,28.0,10.0,No Change
Delta,tsk-071,Task 071,2025-07-23,2025-10-30,2025-07-23,2025-09-17,99.0,0.8374502013288779,Update_009,False,43.0,10.0,No Change
Delta,tsk-072,Task 072,2025-09-30,2025-12-15,2025-10-02,2025-11-09,76.0,0.8478650709864883,Update_009,False,36.0,10.0,No Change
Delta,tsk-073,Task 073,2025-08-27,2025-09-01,2025-08-26,2025-09-25,5.0,1.0,Update_009,False,-24.0,0.0,No Change
Delta,tsk-074,Task 074,2025-09-22,2025-11-21,2025-09-20,2025-10-10,60.0,1.0,Update_009,False,42.0,10.0,Slipped Further
Delta,tsk-075,Task 075,2025-10-06,2025-11-21,2025-10-08,2025-11-14,46.0,0.638031172280102,Update_009,False,7.0,7.0,No Change
Delta,tsk-001,Task 001,2025-06-13,NA,2025-06-12,2025-08-04,NA,0.7346536035684703,Update_001,False,0.0,0.0,Initial
Delta,tsk-002,Task 002,2025-01-02,NA,2025-01-02,2025-01-19,NA,0.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-003,Task 003,2025-03-07,NA,2025-03-10,2025-03-24,NA,0.7475022072185786,Update_001,False,0.0,0.0,Initial
Delta,tsk-004,Task 004,2025-03-13,NA,2025-03-12,2025-04-24,NA,0.04007182870974253,Update_001,False,0.0,0.0,Initial
Delta,tsk-005,Task 005,2025-06-22,NA,2025-06-23,2025-08-13,NA,1.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-006,Task 006,2025-07-11,NA,2025-07-13,2025-07-29,NA,0.61,Update_001,False,0.0,0.0,Initial
Delta,tsk-007,Task 007,2025-06-18,NA,2025-06-16,2025-07-22,NA,0.0015474533315761728,Update_001,False,0.0,0.0,Initial
Delta,tsk-008,Task 008,2025-07-11,NA,2025-07-13,2025-07-23,NA,0.94,Update_001,False,0.0,0.0,Initial
Delta,tsk-009,Task 009,2025-06-23,NA,2025-06-22,2025-08-04,NA,0.8208736880943186,Update_001,False,0.0,0.0,Initial
Delta,tsk-010,Task 010,2025-09-12,NA,2025-09-14,2025-10-26,NA,0.7289544241213486,Update_001,False,0.0,0.0,Initial
Delta,tsk-011,Task 011,2025-06-12,NA,2025-06-15,2025-08-10,NA,0.6376501718060297,Update_001,False,0.0,0.0,Initial
Delta,tsk-012,Task 012,2025-09-05,NA,2025-09-02,2025-10-22,NA,0.5829194760615077,Update_001,True,0.0,0.0,Initial
Delta,tsk-013,Task 013,2025-04-20,NA,2025-04-23,2025-06-08,NA,0.625939683473975,Update_001,True,0.0,0.0,Initial
Delta,tsk-014,Task 014,2025-10-20,NA,2025-10-19,2025-12-13,NA,1.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-015,Task 015,2025-05-21,NA,2025-05-23,2025-06-30,NA,1.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-016,Task 016,2025-08-31,NA,2025-08-28,2025-10-14,NA,0.003889415792534602,Update_001,False,0.0,0.0,Initial
Delta,tsk-017,Task 017,2025-04-29,NA,2025-05-02,2025-06-29,NA,0.39554744296755867,Update_001,False,0.0,0.0,Initial
Delta,tsk-018,Task 018,2025-02-06,NA,2025-02-07,2025-04-02,NA,0.4222207495657645,Update_001,False,0.0,0.0,Initial
Delta,tsk-019,Task 019,2025-02-27,NA,2025-02-26,2025-03-24,NA,0.006838369487829414,Update_001,False,0.0,0.0,Initial
Delta,tsk-020,Task 020,2025-05-07,NA,2025-05-09,2025-06-16,NA,0.0,Update_001,True,0.0,0.0,Initial
Delta,tsk-021,Task 021,2025-10-27,NA,2025-10-26,2025-12-25,NA,0.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-022,Task 022,2025-06-18,NA,2025-06-15,2025-07-05,NA,0.022114938119045514,Update_001,False,0.0,0.0,Initial
Delta,tsk-023,Task 023,2025-04-27,NA,2025-04-24,2025-05-10,NA,0.3921948228966676,Update_001,False,0.0,0.0,Initial
Delta,tsk-024,Task 024,2024-11-07,NA,2024-11-07,2024-12-14,NA,1.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-025,Task 025,2025-04-04,NA,2025-04-06,2025-05-22,NA,0.005109680984685949,Update_001,False,0.0,0.0,Initial
Delta,tsk-026,Task 026,2024-12-20,NA,2024-12-21,2025-01-07,NA,0.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-027,Task 027,2025-02-18,NA,2025-02-15,2025-04-05,NA,0.86,Update_001,False,0.0,0.0,Initial
Delta,tsk-028,Task 028,2025-10-10,NA,2025-10-12,2025-10-26,NA,0.0473648944128169,Update_001,False,0.0,0.0,Initial
Delta,tsk-029,Task 029,2025-09-28,NA,2025-09-26,2025-10-17,NA,0.006572399632024799,Update_001,False,0.0,0.0,Initial
Delta,tsk-030,Task 030,2025-04-17,NA,2025-04-16,2025-06-12,NA,0.014918721549499631,Update_001,True,0.0,0.0,Initial
Delta,tsk-031,Task 031,2025-05-01,NA,2025-04-30,2025-06-20,NA,0.015597599524756523,Update_001,False,0.0,0.0,Initial
Delta,tsk-032,Task 032,2025-10-25,NA,2025-10-24,2025-11-27,NA,1.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-033,Task 033,2025-07-17,NA,2025-07-19,2025-09-11,NA,0.7780786967184166,Update_001,False,0.0,0.0,Initial
Delta,tsk-034,Task 034,2025-05-25,NA,2025-05-22,2025-06-02,NA,0.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-035,Task 035,2025-09-04,NA,2025-09-03,2025-10-21,NA,0.05883359466869558,Update_001,False,0.0,0.0,Initial
Delta,tsk-036,Task 036,2025-10-24,NA,2025-10-27,2025-12-16,NA,0.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-037,Task 037,2025-06-04,NA,2025-06-06,2025-07-10,NA,0.8471016209759468,Update_001,False,0.0,0.0,Initial
Delta,tsk-038,Task 038,2025-10-13,NA,2025-10-15,2025-11-03,NA,0.8805067581682666,Update_001,False,0.0,0.0,Initial
Delta,tsk-039,Task 039,2024-12-09,NA,2024-12-06,2024-12-21,NA,0.0,Update_001,True,0.0,0.0,Initial
Delta,tsk-040,Task 040,2025-05-04,NA,2025-05-01,2025-06-21,NA,0.4112753248059926,Update_001,False,0.0,0.0,Initial
Delta,tsk-041,Task 041,2025-09-12,NA,2025-09-12,2025-09-30,NA,1.0,Update_001,False,0.0,0.0,Initial
Delta,tsk-042,Task 042,2025-06-20,NA,2025-06-23,2025-07-16,NA,0.607567082113135,Update_001,False,0.0,0.0,Initial
Delta,tsk-043,Task 043,2024-11-04,NA,2024-11-04,2024-11-23,NA,1.0,Update_001,True,0.0,0.0,Initial
Delta,tsk-044,Task 044,2024-11-30,NA,2024-11-29,2025-01-23,NA,0.0032813072287006476,Update_001,False,0.0,0.0,Initial
