project_name,task_id,update_phase,task_name,baseline_end,end_date,slip_days,severity_score,change_type
Updates,tsk-002,update_4,Task 002,2025-08-27,2025-08-27,0,0,On Time
Updates,tsk-003,update_4,Task 003,2024-12-08,2024-12-14,6,1,Delay
Updates,tsk-004,update_4,Task 004,2025-07-02,2025-06-27,-5,0,Early Finish
Updates,tsk-005,update_4,Task 005,2025-02-11,2025-02-25,14,2,Delay
Updates,tsk-006,update_4,Task 006,2025-09-08,2025-09-10,2,1,Delay
Updates,tsk-009,update_4,Task 009,2025-05-01,2025-05-24,23,2,Delay
Updates,tsk-010,update_4,Task 010,2024-11-30,2024-12-14,14,2,Delay
Updates,tsk-013,update_4,Task 013,2025-10-31,2025-10-29,-2,0,Early Finish
Updates,tsk-014,update_4,Task 014,2025-09-06,2025-09-14,8,2,Delay
Updates,tsk-015,update_4,Task 015,2025-07-04,2025-07-09,5,1,Delay
Updates,tsk-017,update_4,Task 017,2025-06-24,2025-06-29,5,1,Delay
Updates,tsk-018,update_4,Task 018,2025-06-13,2025-06-16,3,1,Delay
Updates,tsk-020,update_4,Task 020,2025-09-12,2025-09-23,11,2,Delay
Updates,tsk-022,update_4,Task 022,2025-08-16,2025-08-26,10,2,Delay
Updates,tsk-023,update_4,Task 023,2025-10-13,2025-10-10,-3,0,Early Finish
Updates,tsk-024,update_4,Task 024,2025-04-26,2025-05-14,18,2,Delay
Updates,tsk-026,update_4,Task 026,2025-06-05,2025-06-02,-3,0,Early Finish
Updates,tsk-027,update_4,Task 027,2025-04-08,2025-04-05,-3,0,Early Finish
Updates,tsk-029,update_4,Task 029,2024-12-13,2024-12-15,2,1,Delay
Updates,tsk-032,update_4,Task 032,2025-10-20,2025-10-26,6,1,Delay
Updates,tsk-034,update_4,Task 034,2025-09-05,2025-09-09,4,1,Delay
Updates,tsk-036,update_4,Task 036,2025-08-27,2025-08-31,4,1,Delay
Updates,tsk-038,update_4,Task 038,2025-10-01,2025-10-04,3,1,Delay
Updates,tsk-043,update_4,Task 043,2025-03-19,2025-04-24,36,3,Delay
Updates,tsk-044,update_4,Task 044,2025-05-03,2025-04-29,-4,0,Early Finish
Updates,tsk-047,update_4,Task 047,2025-02-24,2025-03-09,13,2,Delay
Updates,tsk-048,update_4,Task 048,2025-08-19,2025-09-21,33,3,Delay
Updates,tsk-049,update_4,Task 049,2025-06-03,2025-06-03,0,0,On Time
Updates,tsk-050,update_4,Task 050,2025-09-08,2025-10-13,35,3,Delay
Updates,tsk-001,update_5,Task 001,2025-06-19,2025-06-29,10,2,Delay
Updates,tsk-002,update_5,Task 002,2025-08-27,2025-08-29,2,1,Delay
Updates,tsk-003,update_5,Task 003,2024-12-08,2024-12-18,10,2,Delay
Updates,tsk-004,update_5,Task 004,2025-07-02,2025-06-27,-5,0,Early Finish
Updates,tsk-005,update_5,Task 005,2025-02-11,2025-02-25,14,2,Delay
Updates,tsk-006,update_5,Task 006,2025-09-08,2025-09-10,2,1,Delay
Updates,tsk-009,update_5,Task 009,2025-05-01,2025-05-24,23,2,Delay
Updates,tsk-010,update_5,Task 010,2024-11-30,2024-12-14,14,2,Delay
Updates,tsk-011,update_5,Task 011,2025-08-18,2025-09-10,23,2,Delay
Updates,tsk-012,update_5,Task 012,2025-11-30,2025-12-15,15,2,Delay
Updates,tsk-013,update_5,Task 013,2025-10-31,2025-10-29,-2,0,Early Finish
Updates,tsk-014,update_5,Task 014,2025-09-06,2025-09-21,15,2,Delay
Updates,tsk-015,update_5,Task 015,2025-07-04,2025-07-09,5,1,Delay
Updates,tsk-016,update_5,Task 016,2025-07-20,2025-08-04,15,2,Delay
Updates,tsk-017,update_5,Task 017,2025-06-24,2025-06-29,5,1,Delay
Updates,tsk-018,update_5,Task 018,2025-06-13,2025-06-16,3,1,Delay
Updates,tsk-020,update_5,Task 020,2025-09-12,2025-09-23,11,2,Delay
Updates,tsk-022,update_5,Task 022,2025-08-16,2025-08-26,10,2,Delay
Updates,tsk-023,update_5,Task 023,2025-10-13,2025-10-10,-3,0,Early Finish
Updates,tsk-024,update_5,Task 024,2025-04-26,2025-05-14,18,2,Delay
Updates,tsk-026,update_5,Task 026,2025-06-05,2025-06-02,-3,0,Early Finish
Updates,tsk-027,update_5,Task 027,2025-04-08,2025-04-05,-3,0,Early Finish
Updates,tsk-029,update_5,Task 029,2024-12-13,2024-12-15,2,1,Delay
Updates,tsk-031,update_5,Task 031,2024-12-07,2024-12-20,13,2,Delay
Updates,tsk-032,update_5,Task 032,2025-10-20,2025-10-26,6,1,Delay
Updates,tsk-034,update_5,Task 034,2025-09-05,2025-09-09,4,1,Delay
Updates,tsk-036,update_5,Task 036,2025-08-27,2025-08-31,4,1,Delay
Updates,tsk-038,update_5,Task 038,2025-10-01,2025-11-12,42,3,Delay
Updates,tsk-040,update_5,Task 040,2024-12-26,2024-12-23,-3,0,Early Finish
Updates,tsk-041,update_5,Task 041,2025-11-12,2025-11-23,11,2,Delay
Updates,tsk-043,update_5,Task 043,2025-03-19,2025-04-24,36,3,Delay
Updates,tsk-044,update_5,Task 044,2025-05-03,2025-05-04,1,1,Delay
Updates,tsk-047,update_5,Task 047,2025-02-24,2025-03-12,16,2,Delay
Updates,tsk-048,update_5,Task 048,2025-08-19,2025-09-21,33,3,Delay
Updates,tsk-049,update_5,Task 049,2025-06-03,2025-06-03,0,0,On Time
Updates,tsk-050,update_5,Task 050,2025-09-08,2025-10-13,35,3,Delay
Updates,tsk-001,update_6,Task 001,2025-06-19,2025-06-29,10,2,Delay
Updates,tsk-002,update_6,Task 002,2025-08-27,2025-08-29,2,1,Delay
Updates,tsk-003,update_6,Task 003,2024-12-08,2024-12-18,10,2,Delay
Updates,tsk-004,update_6,Task 004,2025-07-02,2025-06-27,-5,0,Early Finish
Updates,tsk-005,update_6,Task 005,2025-02-11,2025-02-25,14,2,Delay
Updates,tsk-006,update_6,Task 006,2025-09-08,2025-09-10,2,1,Delay
Updates,tsk-007,update_6,Task 007,2025-07-26,2025-07-31,5,1,Delay
Updates,tsk-008,update_6,Task 008,2025-06-28,2025-07-12,14,2,Delay
Updates,tsk-009,update_6,Task 009,2025-05-01,2025-05-24,23,2,Delay
Updates,tsk-010,update_6,Task 010,2024-11-30,2024-12-21,21,2,Delay
Updates,tsk-011,update_6,Task 011,2025-08-18,2025-09-10,23,2,Delay
Updates,tsk-012,update_6,Task 012,2025-11-30,2025-12-17,17,2,Delay
Updates,tsk-013,update_6,Task 013,2025-10-31,2025-10-29,-2,0,Early Finish
Updates,tsk-014,update_6,Task 014,2025-09-06,2025-09-21,15,2,Delay
Updates,tsk-015,update_6,Task 015,2025-07-04,2025-07-09,5,1,Delay
Updates,tsk-016,update_6,Task 016,2025-07-20,2025-08-05,16,2,Delay
Updates,tsk-017,update_6,Task 017,2025-06-24,2025-06-30,6,1,Delay
Updates,tsk-018,update_6,Task 018,2025-06-13,2025-06-16,3,1,Delay
Updates,tsk-019,update_6,Task 019,2025-08-07,2025-08-21,14,2,Delay
Updates,tsk-020,update_6,Task 020,2025-09-12,2025-09-23,11,2,Delay
Updates,tsk-022,update_6,Task 022,2025-08-16,2025-08-26,10,2,Delay
Updates,tsk-023,update_6,Task 023,2025-10-13,2025-10-10,-3,0,Early Finish
Updates,tsk-024,update_6,Task 024,2025-04-26,2025-05-20,24,2,Delay
Updates,tsk-026,update_6,Task 026,2025-06-05,2025-06-02,-3,0,Early Finish
Updates,tsk-027,update_6,Task 027,2025-04-08,2025-04-05,-3,0,Early Finish
Updates,tsk-028,update_6,Task 028,2025-07-30,2025-07-29,-1,0,Early Finish
Updates,tsk-029,update_6,Task 029,2024-12-13,2024-12-22,9,2,Delay
Updates,tsk-031,update_6,Task 031,2024-12-07,2024-12-20,13,2,Delay
Updates,tsk-032,update_6,Task 032,2025-10-20,2025-10-26,6,1,Delay
Updates,tsk-034,update_6,Task 034,2025-09-05,2025-09-09,4,1,Delay
Updates,tsk-036,update_6,Task 036,2025-08-27,2025-08-31,4,1,Delay
Updates,tsk-037,update_6,Task 037,2025-06-16,2025-06-25,9,2,Delay
Updates,tsk-038,update_6,Task 038,2025-10-01,2025-11-18,48,3,Delay
Updates,tsk-040,update_6,Task 040,2024-12-26,2024-12-23,-3,0,Early Finish
Updates,tsk-041,update_6,Task 041,2025-11-12,2025-11-23,11,2,Delay
Updates,tsk-043,update_6,Task 043,2025-03-19,2025-04-24,36,3,Delay
Updates,tsk-044,update_6,Task 044,2025-05-03,2025-05-04,1,1,Delay
Updates,tsk-046,update_6,Task 046,2025-05-27,2025-06-10,14,2,Delay
Updates,tsk-047,update_6,Task 047,2025-02-24,2025-03-12,16,2,Delay
Updates,tsk-048,update_6,Task 048,2025-08-19,2025-09-21,33,3,Delay
Updates,tsk-049,update_6,Task 049,2025-06-03,2025-06-03,0,0,On Time
Updates,tsk-050,update_6,Task 050,2025-09-08,2025-10-13,35,3,Delay
Updates,tsk-001,update_7,Task 001,2025-06-19,2025-06-29,10,2,Delay
Updates,tsk-002,update_7,Task 002,2025-08-27,2025-08-31,4,1,Delay
Updates,tsk-003,update_7,Task 003,2024-12-08,2024-12-25,17,2,Delay
Updates,tsk-004,update_7,Task 004,2025-07-02,2025-06-27,-5,0,Early Finish
Updates,tsk-005,update_7,Task 005,2025-02-11,2025-02-25,14,2,Delay
Updates,tsk-006,update_7,Task 006,2025-09-08,2025-09-10,2,1,Delay
Updates,tsk-007,update_7,Task 007,2025-07-26,2025-07-31,5,1,Delay
Updates,tsk-008,update_7,Task 008,2025-06-28,2025-07-14,16,2,Delay
Updates,tsk-009,update_7,Task 009,2025-05-01,2025-05-24,23,2,Delay
Updates,tsk-010,update_7,Task 010,2024-11-30,2024-12-21,21,2,Delay
Updates,tsk-011,update_7,Task 011,2025-08-18,2025-09-10,23,2,Delay
Updates,tsk-012,update_7,Task 012,2025-11-30,2025-12-24,24,2,Delay
Updates,tsk-013,update_7,Task 013,2025-10-31,2025-10-29,-2,0,Early Finish
Updates,tsk-014,update_7,Task 014,2025-09-06,2025-09-21,15,2,Delay
Updates,tsk-015,update_7,Task 015,2025-07-04,2025-07-09,5,1,Delay
Updates,tsk-016,update_7,Task 016,2025-07-20,2025-08-05,16,2,Delay
Updates,tsk-017,update_7,Task 017,2025-06-24,2025-06-30,6,1,Delay
Updates,tsk-018,update_7,Task 018,2025-06-13,2025-06-16,3,1,Delay
Updates,tsk-019,update_7,Task 019,2025-08-07,2025-08-21,14,2,Delay
Updates,tsk-020,update_7,Task 020,2025-09-12,2025-09-23,11,2,Delay
Updates,tsk-022,update_7,Task 022,2025-08-16,2025-08-27,11,2,Delay
Updates,tsk-023,update_7,Task 023,2025-10-13,2025-10-10,-3,0,Early Finish
Updates,tsk-024,update_7,Task 024,2025-04-26,2025-05-20,24,2,Delay
Updates,tsk-025,update_7,Task 025,2025-01-14,2025-01-27,13,2,Delay
Updates,tsk-026,update_7,Task 026,2025-06-05,2025-06-02,-3,0,Early Finish
Updates,tsk-027,update_7,Task 027,2025-04-08,2025-04-05,-3,0,Early Finish
Updates,tsk-028,update_7,Task 028,2025-07-30,2025-07-29,-1,0,Early Finish
Updates,tsk-029,update_7,Task 029,2024-12-13,2024-12-22,9,2,Delay
Updates,tsk-030,update_7,Task 030,2025-08-10,2025-08-15,5,1,Delay
Updates,tsk-031,update_7,Task 031,2024-12-07,2024-12-20,13,2,Delay
Updates,tsk-032,update_7,Task 032,2025-10-20,2025-10-26,6,1,Delay
Updates,tsk-034,update_7,Task 034,2025-09-05,2025-09-09,4,1,Delay
Updates,tsk-035,update_7,Task 035,2025-02-24,2025-04-03,38,3,Delay
Updates,tsk-036,update_7,Task 036,2025-08-27,2025-08-31,4,1,Delay
Updates,tsk-037,update_7,Task 037,2025-06-16,2025-06-25,9,2,Delay
Updates,tsk-038,update_7,Task 038,2025-10-01,2025-11-18,48,3,Delay
Updates,tsk-039,update_7,Task 039,2025-04-04,2025-04-05,1,1,Delay
Updates,tsk-040,update_7,Task 040,2024-12-26,2024-12-24,-2,0,Early Finish
Updates,tsk-041,update_7,Task 041,2025-11-12,2025-11-23,11,2,Delay
Updates,tsk-042,update_7,Task 042,2025-02-05,2025-02-07,2,1,Delay
Updates,tsk-043,update_7,Task 043,2025-03-19,2025-04-24,36,3,Delay
Updates,tsk-044,update_7,Task 044,2025-05-03,2025-05-04,1,1,Delay
Updates,tsk-045,update_7,Task 045,2025-03-06,2025-03-17,11,2,Delay
Updates,tsk-046,update_7,Task 046,2025-05-27,2025-06-10,14,2,Delay
Updates,tsk-047,update_7,Task 047,2025-02-24,2025-03-12,16,2,Delay
Updates,tsk-048,update_7,Task 048,2025-08-19,2025-09-21,33,3,Delay
Updates,tsk-049,update_7,Task 049,2025-06-03,2025-06-04,1,1,Delay
Updates,tsk-050,update_7,Task 050,2025-09-08,2025-10-13,35,3,Delay
Updates,tsk-001,update_8,Task 001,2025-06-19,2025-07-04,15,2,Delay
Updates,tsk-002,update_8,Task 002,2025-08-27,2025-09-06,10,2,Delay
Updates,tsk-003,update_8,Task 003,2024-12-08,2024-12-25,17,2,Delay
Updates,tsk-004,update_8,Task 004,2025-07-02,2025-06-27,-5,0,Early Finish
Updates,tsk-005,update_8,Task 005,2025-02-11,2025-02-25,14,2,Delay
Updates,tsk-006,update_8,Task 006,2025-09-08,2025-09-10,2,1,Delay
Updates,tsk-007,update_8,Task 007,2025-07-26,2025-08-01,6,1,Delay
Updates,tsk-008,update_8,Task 008,2025-06-28,2025-07-14,16,2,Delay
Updates,tsk-009,update_8,Task 009,2025-05-01,2025-05-24,23,2,Delay
Updates,tsk-010,update_8,Task 010,2024-11-30,2024-12-21,21,2,Delay
Updates,tsk-011,update_8,Task 011,2025-08-18,2025-09-10,23,2,Delay
Updates,tsk-012,update_8,Task 012,2025-11-30,2025-12-31,31,3,Delay
Updates,tsk-013,update_8,Task 013,2025-10-31,2025-10-30,-1,0,Early Finish
Updates,tsk-014,update_8,Task 014,2025-09-06,2025-09-21,15,2,Delay
Updates,tsk-015,update_8,Task 015,2025-07-04,2025-07-09,5,1,Delay
Updates,tsk-016,update_8,Task 016,2025-07-20,2025-08-05,16,2,Delay
Updates,tsk-017,update_8,Task 017,2025-06-24,2025-06-30,6,1,Delay
Updates,tsk-018,update_8,Task 018,2025-06-13,2025-06-16,3,1,Delay
Updates,tsk-019,update_8,Task 019,2025-08-07,2025-08-21,14,2,Delay
Updates,tsk-020,update_8,Task 020,2025-09-12,2025-09-23,11,2,Delay
Updates,tsk-022,update_8,Task 022,2025-08-16,2025-08-27,11,2,Delay
Updates,tsk-023,update_8,Task 023,2025-10-13,2025-10-10,-3,0,Early Finish
Updates,tsk-024,update_8,Task 024,2025-04-26,2025-05-20,24,2,Delay
Updates,tsk-025,update_8,Task 025,2025-01-14,2025-01-27,13,2,Delay
Updates,tsk-026,update_8,Task 026,2025-06-05,2025-06-02,-3,0,Early Finish
Updates,tsk-027,update_8,Task 027,2025-04-08,2025-04-10,2,1,Delay
Updates,tsk-028,update_8,Task 028,2025-07-30,2025-07-29,-1,0,Early Finish
Updates,tsk-029,update_8,Task 029,2024-12-13,2024-12-22,9,2,Delay
Updates,tsk-030,update_8,Task 030,2025-08-10,2025-08-15,5,1,Delay
Updates,tsk-031,update_8,Task 031,2024-12-07,2024-12-20,13,2,Delay
Updates,tsk-032,update_8,Task 032,2025-10-20,2025-10-29,9,2,Delay
Updates,tsk-033,update_8,Task 033,2025-09-22,2025-10-19,27,2,Delay
Updates,tsk-034,update_8,Task 034,2025-09-05,2025-09-09,4,1,Delay
Updates,tsk-035,update_8,Task 035,2025-02-24,2025-04-07,42,3,Delay
Updates,tsk-036,update_8,Task 036,2025-08-27,2025-09-06,10,2,Delay
Updates,tsk-037,update_8,Task 037,2025-06-16,2025-06-21,5,1,Delay
Updates,tsk-038,update_8,Task 038,2025-10-01,2025-11-22,52,3,Delay
Updates,tsk-039,update_8,Task 039,2025-04-04,2025-04-05,1,1,Delay
Updates,tsk-040,update_8,Task 040,2024-12-26,2024-12-24,-2,0,Early Finish
Updates,tsk-041,update_8,Task 041,2025-11-12,2025-11-23,11,2,Delay
Updates,tsk-042,update_8,Task 042,2025-02-05,2025-02-10,5,1,Delay
Updates,tsk-043,update_8,Task 043,2025-03-19,2025-04-24,36,3,Delay
Updates,tsk-044,update_8,Task 044,2025-05-03,2025-05-04,1,1,Delay
Updates,tsk-045,update_8,Task 045,2025-03-06,2025-03-17,11,2,Delay
Updates,tsk-046,update_8,Task 046,2025-05-27,2025-06-10,14,2,Delay
Updates,tsk-047,update_8,Task 047,2025-02-24,2025-03-16,20,2,Delay
Updates,tsk-048,update_8,Task 048,2025-08-19,2025-09-21,33,3,Delay
Updates,tsk-049,update_8,Task 049,2025-06-03,2025-06-04,1,1,Delay
Updates,tsk-050,update_8,Task 050,2025-09-08,2025-10-13,35,3,Delay
Updates,tsk-001,update_9,Task 001,2025-06-19,2025-07-04,15,2,Delay
Updates,tsk-002,update_9,Task 002,2025-08-27,2025-09-06,10,2,Delay
Updates,tsk-003,update_9,Task 003,2024-12-08,2024-12-25,17,2,Delay
Updates,tsk-004,update_9,Task 004,2025-07-02,2025-06-27,-5,0,Early Finish
Updates,tsk-005,update_9,Task 005,2025-02-11,2025-02-26,15,2,Delay
Updates,tsk-006,update_9,Task 006,2025-09-08,2025-09-10,2,1,Delay
Updates,tsk-007,update_9,Task 007,2025-07-26,2025-08-01,6,1,Delay
Updates,tsk-008,update_9,Task 008,2025-06-28,2025-07-14,16,2,Delay
Updates,tsk-009,update_9,Task 009,2025-05-01,2025-05-24,23,2,Delay
Updates,tsk-010,update_9,Task 010,2024-11-30,2024-12-21,21,2,Delay
Updates,tsk-011,update_9,Task 011,2025-08-18,2025-09-16,29,2,Delay
Updates,tsk-012,update_9,Task 012,2025-11-30,2025-12-31,31,3,Delay
Updates,tsk-013,update_9,Task 013,2025-10-31,2025-10-30,-1,0,Early Finish
Updates,tsk-014,update_9,Task 014,2025-09-06,2025-09-21,15,2,Delay
Updates,tsk-015,update_9,Task 015,2025-07-04,2025-07-09,5,1,Delay
Updates,tsk-016,update_9,Task 016,2025-07-20,2025-08-05,16,2,Delay
Updates,tsk-017,update_9,Task 017,2025-06-24,2025-08-08,45,3,Delay
Updates,tsk-018,update_9,Task 018,2025-06-13,2025-06-16,3,1,Delay
Updates,tsk-019,update_9,Task 019,2025-08-07,2025-08-22,15,2,Delay
Updates,tsk-020,update_9,Task 020,2025-09-12,2025-09-23,11,2,Delay
Updates,tsk-021,update_9,Task 021,2025-06-14,2025-06-12,-2,0,Early Finish
Updates,tsk-022,update_9,Task 022,2025-08-16,2025-08-29,13,2,Delay
Updates,tsk-023,update_9,Task 023,2025-10-13,2025-10-13,0,0,On Time
Updates,tsk-024,update_9,Task 024,2025-04-26,2025-06-09,44,3,Delay
Updates,tsk-025,update_9,Task 025,2025-01-14,2025-01-28,14,2,Delay
Updates,tsk-026,update_9,Task 026,2025-06-05,2025-06-02,-3,0,Early Finish
Updates,tsk-027,update_9,Task 027,2025-04-08,2025-04-10,2,1,Delay
Updates,tsk-028,update_9,Task 028,2025-07-30,2025-07-29,-1,0,Early Finish
Updates,tsk-029,update_9,Task 029,2024-12-13,2024-12-26,13,2,Delay
Updates,tsk-030,update_9,Task 030,2025-08-10,2025-08-15,5,1,Delay
Updates,tsk-031,update_9,Task 031,2024-12-07,2024-12-20,13,2,Delay
Updates,tsk-032,update_9,Task 032,2025-10-20,2025-10-29,9,2,Delay
Updates,tsk-033,update_9,Task 033,2025-09-22,2025-10-19,27,2,Delay
Updates,tsk-034,update_9,Task 034,2025-09-05,2025-09-09,4,1,Delay
Updates,tsk-035,update_9,Task 035,2025-02-24,2025-04-07,42,3,Delay
Updates,tsk-036,update_9,Task 036,2025-08-27,2025-09-09,13,2,Delay
Updates,tsk-037,update_9,Task 037,2025-06-16,2025-06-28,12,2,Delay
Updates,tsk-038,update_9,Task 038,2025-10-01,2025-11-22,52,3,Delay
Updates,tsk-039,update_9,Task 039,2025-04-04,2025-04-05,1,1,Delay
Updates,tsk-040,update_9,Task 040,2024-12-26,2024-12-24,-2,0,Early Finish
Updates,tsk-041,update_9,Task 041,2025-11-12,2025-11-27,15,2,Delay
Updates,tsk-042,update_9,Task 042,2025-02-05,2025-02-10,5,1,Delay
Updates,tsk-043,update_9,Task 043,2025-03-19,2025-04-24,36,3,Delay
Updates,tsk-044,update_9,Task 044,2025-05-03,2025-05-11,8,2,Delay
Updates,tsk-045,update_9,Task 045,2025-03-06,2025-03-17,11,2,Delay
Updates,tsk-046,update_9,Task 046,2025-05-27,2025-06-15,19,2,Delay
Updates,tsk-047,update_9,Task 047,2025-02-24,2025-03-16,20,2,Delay
Updates,tsk-048,update_9,Task 048,2025-08-19,2025-09-23,35,3,Delay
Updates,tsk-049,update_9,Task 049,2025-06-03,2025-06-04,1,1,Delay
Updates,tsk-050,update_9,Task 050,2025-09-08,2025-10-13,35,3,Delay
Updates,tsk-001,update_10,Task 001,2025-06-19,2025-07-04,15,2,Delay
Updates,tsk-002,update_10,Task 002,2025-08-27,2025-09-06,10,2,Delay
Updates,tsk-003,update_10,Task 003,2024-12-08,2024-12-31,23,2,Delay
Updates,tsk-004,update_10,Task 004,2025-07-02,2025-07-01,-1,0,Early Finish
Updates,tsk-005,update_10,Task 005,2025-02-11,2025-02-26,15,2,Delay
Updates,tsk-006,update_10,Task 006,2025-09-08,2025-09-10,2,1,Delay
Updates,tsk-007,update_10,Task 007,2025-07-26,2025-08-01,6,1,Delay
Updates,tsk-008,update_10,Task 008,2025-06-28,2025-07-21,23,2,Delay
Updates,tsk-009,update_10,Task 009,2025-05-01,2025-05-24,23,2,Delay
Updates,tsk-010,update_10,Task 010,2024-11-30,2024-12-21,21,2,Delay
Updates,tsk-011,update_10,Task 011,2025-08-18,2025-09-16,29,2,Delay
Updates,tsk-012,update_10,Task 012,2025-11-30,2025-12-31,31,3,Delay
Updates,tsk-013,update_10,Task 013,2025-10-31,2025-10-30,-1,0,Early Finish
Updates,tsk-014,update_10,Task 014,2025-09-06,2025-09-21,15,2,Delay
Updates,tsk-015,update_10,Task 015,2025-07-04,2025-07-09,5,1,Delay
Updates,tsk-016,update_10,Task 016,2025-07-20,2025-08-05,16,2,Delay
Updates,tsk-017,update_10,Task 017,2025-06-24,2025-08-08,45,3,Delay
Updates,tsk-018,update_10,Task 018,2025-06-13,2025-06-16,3,1,Delay
Updates,tsk-019,update_10,Task 019,2025-08-07,2025-08-22,15,2,Delay
Updates,tsk-020,update_10,Task 020,2025-09-12,2025-09-23,11,2,Delay
Updates,tsk-021,update_10,Task 021,2025-06-14,2025-06-12,-2,0,Early Finish
Updates,tsk-022,update_10,Task 022,2025-08-16,2025-08-29,13,2,Delay
Updates,tsk-023,update_10,Task 023,2025-10-13,2025-10-18,5,1,Delay
Updates,tsk-024,update_10,Task 024,2025-04-26,2025-06-14,49,3,Delay
Updates,tsk-025,update_10,Task 025,2025-01-14,2025-03-11,56,3,Delay
Updates,tsk-026,update_10,Task 026,2025-06-05,2025-06-02,-3,0,Early Finish
Updates,tsk-027,update_10,Task 027,2025-04-08,2025-04-10,2,1,Delay
Updates,tsk-028,update_10,Task 028,2025-07-30,2025-07-29,-1,0,Early Finish
Updates,tsk-029,update_10,Task 029,2024-12-13,2024-12-26,13,2,Delay
Updates,tsk-030,update_10,Task 030,2025-08-10,2025-08-15,5,1,Delay
Updates,tsk-031,update_10,Task 031,2024-12-07,2024-12-20,13,2,Delay
Updates,tsk-032,update_10,Task 032,2025-10-20,2025-10-31,11,2,Delay
Updates,tsk-033,update_10,Task 033,2025-09-22,2025-10-19,27,2,Delay
Updates,tsk-034,update_10,Task 034,2025-09-05,2025-09-09,4,1,Delay
Updates,tsk-035,update_10,Task 035,2025-02-24,2025-04-07,42,3,Delay
Updates,tsk-036,update_10,Task 036,2025-08-27,2025-09-09,13,2,Delay
Updates,tsk-037,update_10,Task 037,2025-06-16,2025-06-28,12,2,Delay
Updates,tsk-038,update_10,Task 038,2025-10-01,2025-11-22,52,3,Delay
Updates,tsk-039,update_10,Task 039,2025-04-04,2025-04-05,1,1,Delay
Updates,tsk-040,update_10,Task 040,2024-12-26,2024-12-24,-2,0,Early Finish
Updates,tsk-041,update_10,Task 041,2025-11-12,2025-11-27,15,2,Delay
Updates,tsk-042,update_10,Task 042,2025-02-05,2025-02-10,5,1,Delay
Updates,tsk-043,update_10,Task 043,2025-03-19,2025-04-24,36,3,Delay
Updates,tsk-044,update_10,Task 044,2025-05-03,2025-05-11,8,2,Delay
Updates,tsk-045,update_10,Task 045,2025-03-06,2025-03-20,14,2,Delay
Updates,tsk-046,update_10,Task 046,2025-05-27,2025-06-15,19,2,Delay
Updates,tsk-047,update_10,Task 047,2025-02-24,2025-03-16,20,2,Delay
Updates,tsk-048,update_10,Task 048,2025-08-19,2025-09-23,35,3,Delay
Updates,tsk-049,update_10,Task 049,2025-06-03,2025-06-04,1,1,Delay
