project_name,task_id,task_name,recommendation,severity,confidence,trigger
Updates,tsk-032,Task 032,"Task shows significant slippage (15 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-033,Task 033,"Task shows significant slippage (14 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-035,Task 035,"Task shows significant slippage (78 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-036,Task 036,"Task shows significant slippage (33 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-037,Task 037,"Task shows significant slippage (12 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-038,Task 038,"Task shows significant slippage (10 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-039,Task 039,"Task shows significant slippage (58 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-040,Task 040,"Task shows significant slippage (21 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-041,Task 041,"Task shows significant slippage (55 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-043,Task 043,"Task shows significant slippage (21 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-044,Task 044,"Task shows significant slippage (61 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-046,Task 046,"Task shows significant slippage (25 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-047,Task 047,"Task shows significant slippage (13 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-048,Task 048,"Task shows significant slippage (72 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-049,Task 049,"Task shows significant slippage (28 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-051,Task 051,"Task shows significant slippage (28 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-053,Task 053,"Task shows significant slippage (108 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-056,Task 056,"Task shows significant slippage (38 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-057,Task 057,"Task shows significant slippage (58 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-058,Task 058,"Task shows significant slippage (18 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-060,Task 060,"Task shows significant slippage (56 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-062,Task 062,"Task shows significant slippage (52 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-063,Task 063,"Task shows significant slippage (48 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-064,Task 064,"Task shows significant slippage (32 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-065,Task 065,"Task shows significant slippage (26 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-067,Task 067,"Task shows significant slippage (24 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-068,Task 068,"Task shows significant slippage (51 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-069,Task 069,"Task shows significant slippage (21 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-070,Task 070,"Task shows significant slippage (41 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-071,Task 071,"Task shows significant slippage (12 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-072,Task 072,"Task shows significant slippage (23 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-073,Task 073,"Task shows significant slippage (53 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-074,Task 074,"Task shows significant slippage (61 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,tsk-075,Task 075,"Task shows significant slippage (12 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Updates,0,Task tsk-010,A significant change point in slippage trend was detected around update phase 'Update_007' (Slippage: 85 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Updates,1,Task tsk-013,A significant change point in slippage trend was detected around update phase 'Update_007' (Slippage: 31 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Updates,2,Task tsk-014,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 37 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Updates,3,Task tsk-016,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 79 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Updates,4,Task tsk-049,A significant change point in slippage trend was detected around update phase 'Update_007' (Slippage: 28 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Updates,5,Task tsk-057,A significant change point in slippage trend was detected around update phase 'Update_007' (Slippage: 51 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Updates,6,Task tsk-075,A significant change point in slippage trend was detected around update phase 'Update_012' (Slippage: 12 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
