project_name,task_id,task_name,recommendation,severity,confidence,trigger
Slippages,0,Task tsk-001,A significant change point in slippage trend was detected around update phase 'Update_001' (Slippage: 14 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Slippages,1,Task tsk-002,A significant change point in slippage trend was detected around update phase 'Update_001' (Slippage: 6 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Slippages,2,Task tsk-003,A significant change point in slippage trend was detected around update phase 'Update_001' (Slippage: 6 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Slippages,3,Task tsk-004,A significant change point in slippage trend was detected around update phase 'Update_001' (Slippage: 10 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Slippages,4,Task tsk-005,A significant change point in slippage trend was detected around update phase 'Update_001' (Slippage: 9 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Slippages,tsk-001,Task 001,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-055,Task 055,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-042,Task 042,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-041,Task 041,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-074,Task 074,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-067,Task 067,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-010,Task 010,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-003,Task 003,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-018,Task 018,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-020,Task 020,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-035,Task 035,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-034,Task 034,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-031,Task 031,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-028,Task 028,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
Slippages,tsk-025,Task 025,"Forecasting models failed to produce a reliable prediction for this task. Data might be too sparse, erratic, or contain non-numeric values. Manual review of task history is recommended.",Low,0.95,Forecast Engine Failed
