project_name,task_id,update_phase,task_name,baseline_end,end_date,slip_days,severity_score,change_type
Slippages,tsk-029,update_3,Task 029,2025-05-03,2025-05-15,12,2,Delay
Slippages,tsk-030,update_3,Task 030,2025-04-11,2025-04-24,13,2,Delay
Slippages,tsk-031,update_3,Task 031,2025-01-28,2025-01-26,-2,0,Early Finish
Slippages,tsk-037,update_3,Task 037,2025-05-29,2025-06-03,5,1,Delay
Slippages,tsk-038,update_3,Task 038,2025-07-04,2025-07-19,15,2,Delay
Slippages,tsk-039,update_3,Task 039,2025-01-13,2025-01-16,3,1,Delay
Slippages,tsk-042,update_3,Task 042,2025-01-12,2025-01-14,2,1,Delay
Slippages,tsk-047,update_3,Task 047,2025-10-25,2025-11-03,9,2,Delay
Slippages,tsk-048,update_3,Task 048,2025-04-16,2025-04-23,7,1,Delay
Slippages,tsk-001,update_4,Task 001,2025-09-07,2025-09-16,9,2,Delay
Slippages,tsk-002,update_4,Task 002,2025-09-12,2025-09-12,0,0,On Time
Slippages,tsk-003,update_4,Task 003,2024-12-10,2024-12-24,14,2,Delay
Slippages,tsk-004,update_4,Task 004,2025-08-07,2025-08-17,10,2,Delay
Slippages,tsk-009,update_4,Task 009,2025-06-15,2025-07-05,20,2,Delay
Slippages,tsk-012,update_4,Task 012,2025-06-15,2025-06-17,2,1,Delay
Slippages,tsk-013,update_4,Task 013,2025-03-19,2025-03-30,11,2,Delay
Slippages,tsk-016,update_4,Task 016,2024-12-26,2025-01-24,29,2,Delay
Slippages,tsk-017,update_4,Task 017,2025-09-04,2025-09-06,2,1,Delay
Slippages,tsk-018,update_4,Task 018,2025-07-30,2025-07-25,-5,0,Early Finish
Slippages,tsk-020,update_4,Task 020,2025-09-18,2025-09-10,-8,0,Early Finish
Slippages,tsk-021,update_4,Task 021,2025-07-06,2025-07-01,-5,0,Early Finish
Slippages,tsk-022,update_4,Task 022,2025-02-10,2025-03-25,43,3,Delay
Slippages,tsk-023,update_4,Task 023,2025-07-28,2025-07-24,-4,0,Early Finish
Slippages,tsk-027,update_4,Task 027,2025-10-28,2025-11-04,7,1,Delay
Slippages,tsk-029,update_4,Task 029,2025-05-03,2025-05-15,12,2,Delay
Slippages,tsk-030,update_4,Task 030,2025-04-11,2025-04-24,13,2,Delay
Slippages,tsk-031,update_4,Task 031,2025-01-28,2025-01-26,-2,0,Early Finish
Slippages,tsk-037,update_4,Task 037,2025-05-29,2025-06-03,5,1,Delay
Slippages,tsk-038,update_4,Task 038,2025-07-04,2025-07-19,15,2,Delay
Slippages,tsk-039,update_4,Task 039,2025-01-13,2025-02-20,38,3,Delay
Slippages,tsk-042,update_4,Task 042,2025-01-12,2025-01-14,2,1,Delay
Slippages,tsk-044,update_4,Task 044,2025-02-27,2025-03-02,3,1,Delay
Slippages,tsk-045,update_4,Task 045,2025-04-29,2025-04-27,-2,0,Early Finish
Slippages,tsk-047,update_4,Task 047,2025-10-25,2025-11-03,9,2,Delay
Slippages,tsk-048,update_4,Task 048,2025-04-16,2025-04-28,12,2,Delay
Slippages,tsk-001,update_5,Task 001,2025-09-07,2025-09-16,9,2,Delay
Slippages,tsk-002,update_5,Task 002,2025-09-12,2025-09-24,12,2,Delay
Slippages,tsk-003,update_5,Task 003,2024-12-10,2024-12-24,14,2,Delay
Slippages,tsk-004,update_5,Task 004,2025-08-07,2025-08-17,10,2,Delay
Slippages,tsk-005,update_5,Task 005,2025-04-07,2025-04-06,-1,0,Early Finish
Slippages,tsk-006,update_5,Task 006,2025-04-26,2025-04-29,3,1,Delay
Slippages,tsk-008,update_5,Task 008,2025-08-12,2025-08-20,8,2,Delay
Slippages,tsk-009,update_5,Task 009,2025-06-15,2025-07-05,20,2,Delay
Slippages,tsk-011,update_5,Task 011,2025-10-06,2025-10-11,5,1,Delay
Slippages,tsk-012,update_5,Task 012,2025-06-15,2025-06-17,2,1,Delay
Slippages,tsk-013,update_5,Task 013,2025-03-19,2025-03-30,11,2,Delay
Slippages,tsk-016,update_5,Task 016,2024-12-26,2025-01-24,29,2,Delay
Slippages,tsk-017,update_5,Task 017,2025-09-04,2025-09-06,2,1,Delay
Slippages,tsk-018,update_5,Task 018,2025-07-30,2025-07-25,-5,0,Early Finish
Slippages,tsk-020,update_5,Task 020,2025-09-18,2025-09-10,-8,0,Early Finish
Slippages,tsk-021,update_5,Task 021,2025-07-06,2025-07-01,-5,0,Early Finish
Slippages,tsk-022,update_5,Task 022,2025-02-10,2025-03-23,41,3,Delay
Slippages,tsk-023,update_5,Task 023,2025-07-28,2025-07-30,2,1,Delay
Slippages,tsk-026,update_5,Task 026,2025-04-22,2025-04-21,-1,0,Early Finish
Slippages,tsk-027,update_5,Task 027,2025-10-28,2025-11-04,7,1,Delay
Slippages,tsk-029,update_5,Task 029,2025-05-03,2025-05-21,18,2,Delay
Slippages,tsk-030,update_5,Task 030,2025-04-11,2025-04-24,13,2,Delay
Slippages,tsk-031,update_5,Task 031,2025-01-28,2025-01-26,-2,0,Early Finish
Slippages,tsk-032,update_5,Task 032,2025-07-25,2025-07-31,6,1,Delay
Slippages,tsk-036,update_5,Task 036,2025-04-29,2025-04-28,-1,0,Early Finish
Slippages,tsk-037,update_5,Task 037,2025-05-29,2025-06-03,5,1,Delay
Slippages,tsk-038,update_5,Task 038,2025-07-04,2025-07-19,15,2,Delay
Slippages,tsk-039,update_5,Task 039,2025-01-13,2025-02-20,38,3,Delay
Slippages,tsk-040,update_5,Task 040,2025-02-07,2025-02-15,8,2,Delay
Slippages,tsk-042,update_5,Task 042,2025-01-12,2025-01-20,8,2,Delay
Slippages,tsk-043,update_5,Task 043,2025-08-26,2025-09-10,15,2,Delay
Slippages,tsk-044,update_5,Task 044,2025-02-27,2025-03-02,3,1,Delay
Slippages,tsk-045,update_5,Task 045,2025-04-29,2025-04-27,-2,0,Early Finish
Slippages,tsk-047,update_5,Task 047,2025-10-25,2025-11-03,9,2,Delay
Slippages,tsk-048,update_5,Task 048,2025-04-16,2025-04-28,12,2,Delay
Slippages,tsk-001,update_6,Task 001,2025-09-07,2025-09-16,9,2,Delay
Slippages,tsk-002,update_6,Task 002,2025-09-12,2025-09-24,12,2,Delay
Slippages,tsk-003,update_6,Task 003,2024-12-10,2024-12-24,14,2,Delay
Slippages,tsk-004,update_6,Task 004,2025-08-07,2025-08-20,13,2,Delay
Slippages,tsk-005,update_6,Task 005,2025-04-07,2025-04-06,-1,0,Early Finish
Slippages,tsk-006,update_6,Task 006,2025-04-26,2025-04-29,3,1,Delay
Slippages,tsk-008,update_6,Task 008,2025-08-12,2025-08-20,8,2,Delay
Slippages,tsk-009,update_6,Task 009,2025-06-15,2025-07-05,20,2,Delay
Slippages,tsk-011,update_6,Task 011,2025-10-06,2025-10-07,1,1,Delay
Slippages,tsk-012,update_6,Task 012,2025-06-15,2025-06-17,2,1,Delay
Slippages,tsk-013,update_6,Task 013,2025-03-19,2025-03-30,11,2,Delay
Slippages,tsk-014,update_6,Task 014,2025-04-02,2025-04-12,10,2,Delay
Slippages,tsk-015,update_6,Task 015,2025-03-18,2025-03-28,10,2,Delay
Slippages,tsk-016,update_6,Task 016,2024-12-26,2025-01-24,29,2,Delay
Slippages,tsk-017,update_6,Task 017,2025-09-04,2025-09-06,2,1,Delay
Slippages,tsk-018,update_6,Task 018,2025-07-30,2025-07-25,-5,0,Early Finish
Slippages,tsk-019,update_6,Task 019,2025-11-01,2025-11-10,9,2,Delay
Slippages,tsk-020,update_6,Task 020,2025-09-18,2025-09-10,-8,0,Early Finish
Slippages,tsk-021,update_6,Task 021,2025-07-06,2025-07-01,-5,0,Early Finish
Slippages,tsk-022,update_6,Task 022,2025-02-10,2025-03-27,45,3,Delay
Slippages,tsk-023,update_6,Task 023,2025-07-28,2025-07-30,2,1,Delay
Slippages,tsk-024,update_6,Task 024,2025-03-16,2025-03-11,-5,0,Early Finish
Slippages,tsk-026,update_6,Task 026,2025-04-22,2025-04-21,-1,0,Early Finish
Slippages,tsk-027,update_6,Task 027,2025-10-28,2025-11-04,7,1,Delay
Slippages,tsk-028,update_6,Task 028,2025-02-22,2025-02-24,2,1,Delay
Slippages,tsk-029,update_6,Task 029,2025-05-03,2025-05-24,21,2,Delay
Slippages,tsk-030,update_6,Task 030,2025-04-11,2025-04-24,13,2,Delay
Slippages,tsk-031,update_6,Task 031,2025-01-28,2025-01-26,-2,0,Early Finish
Slippages,tsk-032,update_6,Task 032,2025-07-25,2025-07-31,6,1,Delay
Slippages,tsk-036,update_6,Task 036,2025-04-29,2025-04-28,-1,0,Early Finish
Slippages,tsk-037,update_6,Task 037,2025-05-29,2025-06-03,5,1,Delay
Slippages,tsk-038,update_6,Task 038,2025-07-04,2025-07-19,15,2,Delay
Slippages,tsk-039,update_6,Task 039,2025-01-13,2025-02-20,38,3,Delay
Slippages,tsk-040,update_6,Task 040,2025-02-07,2025-02-15,8,2,Delay
Slippages,tsk-042,update_6,Task 042,2025-01-12,2025-01-20,8,2,Delay
Slippages,tsk-043,update_6,Task 043,2025-08-26,2025-09-11,16,2,Delay
Slippages,tsk-044,update_6,Task 044,2025-02-27,2025-03-02,3,1,Delay
Slippages,tsk-045,update_6,Task 045,2025-04-29,2025-04-27,-2,0,Early Finish
Slippages,tsk-047,update_6,Task 047,2025-10-25,2025-11-07,13,2,Delay
Slippages,tsk-048,update_6,Task 048,2025-04-16,2025-04-28,12,2,Delay
Slippages,tsk-049,update_6,Task 049,2025-04-12,2025-04-22,10,2,Delay
Slippages,tsk-001,update_7,Task 001,2025-09-07,2025-09-16,9,2,Delay
Slippages,tsk-002,update_7,Task 002,2025-09-12,2025-09-24,12,2,Delay
Slippages,tsk-003,update_7,Task 003,2024-12-10,2024-12-24,14,2,Delay
Slippages,tsk-004,update_7,Task 004,2025-08-07,2025-08-20,13,2,Delay
Slippages,tsk-005,update_7,Task 005,2025-04-07,2025-04-06,-1,0,Early Finish
Slippages,tsk-006,update_7,Task 006,2025-04-26,2025-04-29,3,1,Delay
Slippages,tsk-008,update_7,Task 008,2025-08-12,2025-08-20,8,2,Delay
Slippages,tsk-009,update_7,Task 009,2025-06-15,2025-07-05,20,2,Delay
Slippages,tsk-011,update_7,Task 011,2025-10-06,2025-10-07,1,1,Delay
Slippages,tsk-012,update_7,Task 012,2025-06-15,2025-06-17,2,1,Delay
Slippages,tsk-013,update_7,Task 013,2025-03-19,2025-03-30,11,2,Delay
Slippages,tsk-014,update_7,Task 014,2025-04-02,2025-04-12,10,2,Delay
Slippages,tsk-015,update_7,Task 015,2025-03-18,2025-03-28,10,2,Delay
Slippages,tsk-016,update_7,Task 016,2024-12-26,2025-01-24,29,2,Delay
Slippages,tsk-017,update_7,Task 017,2025-09-04,2025-09-06,2,1,Delay
Slippages,tsk-018,update_7,Task 018,2025-07-30,2025-07-28,-2,0,Early Finish
Slippages,tsk-019,update_7,Task 019,2025-11-01,2025-11-15,14,2,Delay
Slippages,tsk-020,update_7,Task 020,2025-09-18,2025-09-16,-2,0,Early Finish
Slippages,tsk-021,update_7,Task 021,2025-07-06,2025-07-01,-5,0,Early Finish
Slippages,tsk-022,update_7,Task 022,2025-02-10,2025-03-27,45,3,Delay
Slippages,tsk-023,update_7,Task 023,2025-07-28,2025-07-30,2,1,Delay
Slippages,tsk-024,update_7,Task 024,2025-03-16,2025-03-11,-5,0,Early Finish
Slippages,tsk-025,update_7,Task 025,2025-11-12,2025-11-08,-4,0,Early Finish
Slippages,tsk-026,update_7,Task 026,2025-04-22,2025-04-21,-1,0,Early Finish
Slippages,tsk-027,update_7,Task 027,2025-10-28,2025-11-04,7,1,Delay
Slippages,tsk-028,update_7,Task 028,2025-02-22,2025-02-24,2,1,Delay
Slippages,tsk-029,update_7,Task 029,2025-05-03,2025-05-24,21,2,Delay
Slippages,tsk-030,update_7,Task 030,2025-04-11,2025-05-01,20,2,Delay
Slippages,tsk-031,update_7,Task 031,2025-01-28,2025-01-26,-2,0,Early Finish
Slippages,tsk-032,update_7,Task 032,2025-07-25,2025-07-31,6,1,Delay
Slippages,tsk-033,update_7,Task 033,2025-09-24,2025-10-02,8,2,Delay
Slippages,tsk-036,update_7,Task 036,2025-04-29,2025-04-28,-1,0,Early Finish
Slippages,tsk-037,update_7,Task 037,2025-05-29,2025-06-03,5,1,Delay
Slippages,tsk-038,update_7,Task 038,2025-07-04,2025-07-24,20,2,Delay
Slippages,tsk-039,update_7,Task 039,2025-01-13,2025-02-20,38,3,Delay
Slippages,tsk-040,update_7,Task 040,2025-02-07,2025-02-19,12,2,Delay
Slippages,tsk-042,update_7,Task 042,2025-01-12,2025-01-20,8,2,Delay
Slippages,tsk-043,update_7,Task 043,2025-08-26,2025-09-11,16,2,Delay
Slippages,tsk-044,update_7,Task 044,2025-02-27,2025-03-02,3,1,Delay
Slippages,tsk-045,update_7,Task 045,2025-04-29,2025-04-27,-2,0,Early Finish
Slippages,tsk-046,update_7,Task 046,2025-07-07,2025-07-11,4,1,Delay
Slippages,tsk-047,update_7,Task 047,2025-10-25,2025-11-07,13,2,Delay
Slippages,tsk-048,update_7,Task 048,2025-04-16,2025-05-04,18,2,Delay
Slippages,tsk-049,update_7,Task 049,2025-04-12,2025-04-22,10,2,Delay
Slippages,tsk-050,update_7,Task 050,2025-07-19,2025-07-27,8,2,Delay
Slippages,tsk-001,update_8,Task 001,2025-09-07,2025-09-16,9,2,Delay
Slippages,tsk-002,update_8,Task 002,2025-09-12,2025-09-27,15,2,Delay
Slippages,tsk-003,update_8,Task 003,2024-12-10,2024-12-24,14,2,Delay
Slippages,tsk-004,update_8,Task 004,2025-08-07,2025-08-20,13,2,Delay
Slippages,tsk-005,update_8,Task 005,2025-04-07,2025-04-06,-1,0,Early Finish
Slippages,tsk-006,update_8,Task 006,2025-04-26,2025-04-29,3,1,Delay
Slippages,tsk-007,update_8,Task 007,2025-10-07,2025-10-11,4,1,Delay
Slippages,tsk-008,update_8,Task 008,2025-08-12,2025-08-21,9,2,Delay
Slippages,tsk-009,update_8,Task 009,2025-06-15,2025-07-05,20,2,Delay
Slippages,tsk-010,update_8,Task 010,2024-12-08,2024-12-16,8,2,Delay
Slippages,tsk-011,update_8,Task 011,2025-10-06,2025-10-07,1,1,Delay
Slippages,tsk-012,update_8,Task 012,2025-06-15,2025-06-17,2,1,Delay
Slippages,tsk-013,update_8,Task 013,2025-03-19,2025-03-30,11,2,Delay
Slippages,tsk-014,update_8,Task 014,2025-04-02,2025-05-05,33,3,Delay
Slippages,tsk-015,update_8,Task 015,2025-03-18,2025-03-28,10,2,Delay
Slippages,tsk-016,update_8,Task 016,2024-12-26,2025-01-24,29,2,Delay
Slippages,tsk-017,update_8,Task 017,2025-09-04,2025-09-06,2,1,Delay
Slippages,tsk-018,update_8,Task 018,2025-07-30,2025-07-28,-2,0,Early Finish
Slippages,tsk-019,update_8,Task 019,2025-11-01,2025-11-15,14,2,Delay
Slippages,tsk-020,update_8,Task 020,2025-09-18,2025-09-16,-2,0,Early Finish
Slippages,tsk-021,update_8,Task 021,2025-07-06,2025-07-08,2,1,Delay
Slippages,tsk-022,update_8,Task 022,2025-02-10,2025-03-27,45,3,Delay
Slippages,tsk-023,update_8,Task 023,2025-07-28,2025-07-30,2,1,Delay
Slippages,tsk-024,update_8,Task 024,2025-03-16,2025-03-11,-5,0,Early Finish
Slippages,tsk-025,update_8,Task 025,2025-11-12,2025-11-08,-4,0,Early Finish
Slippages,tsk-026,update_8,Task 026,2025-04-22,2025-04-21,-1,0,Early Finish
Slippages,tsk-027,update_8,Task 027,2025-10-28,2025-11-04,7,1,Delay
Slippages,tsk-028,update_8,Task 028,2025-02-22,2025-02-27,5,1,Delay
Slippages,tsk-029,update_8,Task 029,2025-05-03,2025-05-24,21,2,Delay
Slippages,tsk-030,update_8,Task 030,2025-04-11,2025-05-01,20,2,Delay
Slippages,tsk-031,update_8,Task 031,2025-01-28,2025-01-26,-2,0,Early Finish
Slippages,tsk-032,update_8,Task 032,2025-07-25,2025-07-31,6,1,Delay
Slippages,tsk-033,update_8,Task 033,2025-09-24,2025-10-02,8,2,Delay
Slippages,tsk-035,update_8,Task 035,2024-12-18,2024-12-20,2,1,Delay
Slippages,tsk-036,update_8,Task 036,2025-04-29,2025-04-25,-4,0,Early Finish
Slippages,tsk-037,update_8,Task 037,2025-05-29,2025-06-09,11,2,Delay
Slippages,tsk-038,update_8,Task 038,2025-07-04,2025-07-24,20,2,Delay
Slippages,tsk-039,update_8,Task 039,2025-01-13,2025-02-20,38,3,Delay
Slippages,tsk-040,update_8,Task 040,2025-02-07,2025-02-19,12,2,Delay
Slippages,tsk-041,update_8,Task 041,2025-05-18,2025-05-28,10,2,Delay
Slippages,tsk-042,update_8,Task 042,2025-01-12,2025-01-21,9,2,Delay
Slippages,tsk-043,update_8,Task 043,2025-08-26,2025-09-13,18,2,Delay
Slippages,tsk-044,update_8,Task 044,2025-02-27,2025-03-02,3,1,Delay
Slippages,tsk-045,update_8,Task 045,2025-04-29,2025-04-27,-2,0,Early Finish
Slippages,tsk-046,update_8,Task 046,2025-07-07,2025-07-15,8,2,Delay
Slippages,tsk-047,update_8,Task 047,2025-10-25,2025-11-07,13,2,Delay
Slippages,tsk-048,update_8,Task 048,2025-04-16,2025-05-04,18,2,Delay
Slippages,tsk-049,update_8,Task 049,2025-04-12,2025-04-25,13,2,Delay
Slippages,tsk-050,update_8,Task 050,2025-07-19,2025-07-27,8,2,Delay
Slippages,tsk-001,update_9,Task 001,2025-09-07,2025-09-16,9,2,Delay
Slippages,tsk-002,update_9,Task 002,2025-09-12,2025-09-29,17,2,Delay
Slippages,tsk-003,update_9,Task 003,2024-12-10,2024-12-24,14,2,Delay
Slippages,tsk-004,update_9,Task 004,2025-08-07,2025-08-20,13,2,Delay
Slippages,tsk-005,update_9,Task 005,2025-04-07,2025-04-09,2,1,Delay
Slippages,tsk-006,update_9,Task 006,2025-04-26,2025-04-29,3,1,Delay
Slippages,tsk-007,update_9,Task 007,2025-10-07,2025-10-15,8,2,Delay
Slippages,tsk-008,update_9,Task 008,2025-08-12,2025-08-21,9,2,Delay
Slippages,tsk-009,update_9,Task 009,2025-06-15,2025-07-05,20,2,Delay
Slippages,tsk-010,update_9,Task 010,2024-12-08,2024-12-16,8,2,Delay
Slippages,tsk-011,update_9,Task 011,2025-10-06,2025-10-09,3,1,Delay
Slippages,tsk-012,update_9,Task 012,2025-06-15,2025-06-17,2,1,Delay
Slippages,tsk-013,update_9,Task 013,2025-03-19,2025-03-30,11,2,Delay
Slippages,tsk-014,update_9,Task 014,2025-04-02,2025-05-07,35,3,Delay
Slippages,tsk-015,update_9,Task 015,2025-03-18,2025-03-28,10,2,Delay
Slippages,tsk-016,update_9,Task 016,2024-12-26,2025-01-30,35,3,Delay
Slippages,tsk-017,update_9,Task 017,2025-09-04,2025-09-07,3,1,Delay
Slippages,tsk-018,update_9,Task 018,2025-07-30,2025-08-02,3,1,Delay
Slippages,tsk-019,update_9,Task 019,2025-11-01,2025-11-15,14,2,Delay
Slippages,tsk-020,update_9,Task 020,2025-09-18,2025-09-16,-2,0,Early Finish
Slippages,tsk-021,update_9,Task 021,2025-07-06,2025-07-08,2,1,Delay
Slippages,tsk-022,update_9,Task 022,2025-02-10,2025-03-27,45,3,Delay
Slippages,tsk-023,update_9,Task 023,2025-07-28,2025-07-30,2,1,Delay
Slippages,tsk-024,update_9,Task 024,2025-03-16,2025-03-17,1,1,Delay
Slippages,tsk-025,update_9,Task 025,2025-11-12,2025-11-08,-4,0,Early Finish
Slippages,tsk-026,update_9,Task 026,2025-04-22,2025-04-21,-1,0,Early Finish
Slippages,tsk-027,update_9,Task 027,2025-10-28,2025-11-04,7,1,Delay
Slippages,tsk-028,update_9,Task 028,2025-02-22,2025-02-27,5,1,Delay
Slippages,tsk-029,update_9,Task 029,2025-05-03,2025-05-24,21,2,Delay
Slippages,tsk-030,update_9,Task 030,2025-04-11,2025-05-01,20,2,Delay
Slippages,tsk-031,update_9,Task 031,2025-01-28,2025-01-26,-2,0,Early Finish
Slippages,tsk-032,update_9,Task 032,2025-07-25,2025-07-31,6,1,Delay
Slippages,tsk-033,update_9,Task 033,2025-09-24,2025-10-02,8,2,Delay
Slippages,tsk-034,update_9,Task 034,2025-11-01,2025-10-31,-1,0,Early Finish
Slippages,tsk-035,update_9,Task 035,2024-12-18,2024-12-20,2,1,Delay
Slippages,tsk-036,update_9,Task 036,2025-04-29,2025-04-25,-4,0,Early Finish
Slippages,tsk-037,update_9,Task 037,2025-05-29,2025-06-09,11,2,Delay
Slippages,tsk-038,update_9,Task 038,2025-07-04,2025-07-27,23,2,Delay
Slippages,tsk-039,update_9,Task 039,2025-01-13,2025-02-20,38,3,Delay
Slippages,tsk-040,update_9,Task 040,2025-02-07,2025-02-24,17,2,Delay
Slippages,tsk-041,update_9,Task 041,2025-05-18,2025-05-28,10,2,Delay
Slippages,tsk-042,update_9,Task 042,2025-01-12,2025-01-21,9,2,Delay
Slippages,tsk-043,update_9,Task 043,2025-08-26,2025-09-13,18,2,Delay
Slippages,tsk-044,update_9,Task 044,2025-02-27,2025-03-05,6,1,Delay
Slippages,tsk-045,update_9,Task 045,2025-04-29,2025-04-27,-2,0,Early Finish
Slippages,tsk-046,update_9,Task 046,2025-07-07,2025-07-15,8,2,Delay
Slippages,tsk-047,update_9,Task 047,2025-10-25,2025-11-07,13,2,Delay
Slippages,tsk-048,update_9,Task 048,2025-04-16,2025-05-04,18,2,Delay
Slippages,tsk-049,update_9,Task 049,2025-04-12,2025-04-25,13,2,Delay
Slippages,tsk-050,update_9,Task 050,2025-07-19,2025-07-27,8,2,Delay
Slippages,tsk-001,update_10,Task 001,2025-09-07,2025-09-16,9,2,Delay
Slippages,tsk-002,update_10,Task 002,2025-09-12,2025-09-29,17,2,Delay
Slippages,tsk-003,update_10,Task 003,2024-12-10,2024-12-24,14,2,Delay
Slippages,tsk-004,update_10,Task 004,2025-08-07,2025-08-22,15,2,Delay
Slippages,tsk-005,update_10,Task 005,2025-04-07,2025-04-09,2,1,Delay
Slippages,tsk-006,update_10,Task 006,2025-04-26,2025-04-29,3,1,Delay
Slippages,tsk-007,update_10,Task 007,2025-10-07,2025-10-15,8,2,Delay
Slippages,tsk-008,update_10,Task 008,2025-08-12,2025-08-21,9,2,Delay
Slippages,tsk-009,update_10,Task 009,2025-06-15,2025-07-05,20,2,Delay
Slippages,tsk-010,update_10,Task 010,2024-12-08,2024-12-16,8,2,Delay
Slippages,tsk-011,update_10,Task 011,2025-10-06,2025-10-12,6,1,Delay
Slippages,tsk-012,update_10,Task 012,2025-06-15,2025-06-17,2,1,Delay
Slippages,tsk-013,update_10,Task 013,2025-03-19,2025-03-30,11,2,Delay
Slippages,tsk-014,update_10,Task 014,2025-04-02,2025-05-07,35,3,Delay
Slippages,tsk-015,update_10,Task 015,2025-03-18,2025-03-28,10,2,Delay
Slippages,tsk-016,update_10,Task 016,2024-12-26,2025-01-30,35,3,Delay
Slippages,tsk-017,update_10,Task 017,2025-09-04,2025-09-07,3,1,Delay
Slippages,tsk-018,update_10,Task 018,2025-07-30,2025-08-08,9,2,Delay
Slippages,tsk-019,update_10,Task 019,2025-11-01,2025-11-16,15,2,Delay
Slippages,tsk-020,update_10,Task 020,2025-09-18,2025-09-17,-1,0,Early Finish
Slippages,tsk-021,update_10,Task 021,2025-07-06,2025-07-08,2,1,Delay
Slippages,tsk-022,update_10,Task 022,2025-02-10,2025-03-27,45,3,Delay
Slippages,tsk-023,update_10,Task 023,2025-07-28,2025-07-30,2,1,Delay
Slippages,tsk-024,update_10,Task 024,2025-03-16,2025-03-17,1,1,Delay
Slippages,tsk-025,update_10,Task 025,2025-11-12,2025-11-08,-4,0,Early Finish
Slippages,tsk-026,update_10,Task 026,2025-04-22,2025-04-25,3,1,Delay
Slippages,tsk-027,update_10,Task 027,2025-10-28,2025-11-04,7,1,Delay
Slippages,tsk-028,update_10,Task 028,2025-02-22,2025-02-27,5,1,Delay
Slippages,tsk-029,update_10,Task 029,2025-05-03,2025-05-25,22,2,Delay
Slippages,tsk-030,update_10,Task 030,2025-04-11,2025-05-01,20,2,Delay
Slippages,tsk-031,update_10,Task 031,2025-01-28,2025-01-29,1,1,Delay
Slippages,tsk-032,update_10,Task 032,2025-07-25,2025-07-31,6,1,Delay
Slippages,tsk-033,update_10,Task 033,2025-09-24,2025-10-02,8,2,Delay
Slippages,tsk-034,update_10,Task 034,2025-11-01,2025-11-07,6,1,Delay
Slippages,tsk-035,update_10,Task 035,2024-12-18,2024-12-20,2,1,Delay
Slippages,tsk-036,update_10,Task 036,2025-04-29,2025-04-24,-5,0,Early Finish
Slippages,tsk-037,update_10,Task 037,2025-05-29,2025-06-09,11,2,Delay
Slippages,tsk-038,update_10,Task 038,2025-07-04,2025-07-27,23,2,Delay
Slippages,tsk-039,update_10,Task 039,2025-01-13,2025-02-25,43,3,Delay
Slippages,tsk-040,update_10,Task 040,2025-02-07,2025-03-03,24,2,Delay
Slippages,tsk-041,update_10,Task 041,2025-05-18,2025-05-28,10,2,Delay
Slippages,tsk-042,update_10,Task 042,2025-01-12,2025-01-22,10,2,Delay
Slippages,tsk-043,update_10,Task 043,2025-08-26,2025-09-13,18,2,Delay
