project_name,task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,baseline_duration,is_delayed,delay_days,delay_percentage,percent_complete,status,is_milestone,is_critical,is_active,risk_flag,severity_score,severity_factors,update_phase
Delta,TSK-011,Task 011,2025-09-02,2025-10-15,2025-09-02,2025-09-19,17,True,26,152.9,100%,Complete,True,False,False,Medium,5,Delayed by 26 days (+3 points); Risk Level: Medium (+1 points); Milestone Task (+1 point),Update_002
Delta,TSK-012,Task 012,2025-10-16,2026-01-28,2025-10-18,2025-12-12,55,True,47,85.5,100%,Complete,False,False,False,H,7,Delayed by 47 days (+5 points); Risk Level: H (+2 points),Update_002
Delta,TSK-013,Task 013,2024-12-14,,2024-12-11,2025-01-24,44,False,0,0.0,34%,In Progress,False,False,True,L,0,,Update_002
Delta,TSK-014,Task 014,2025-01-27,,2025-01-24,2025-02-16,23,False,0,0.0,74%,IP,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Delta,TSK-015,Task 015,2025-04-24,,2025-04-24,2025-06-23,60,False,0,0.0,26%,In Progress,True,False,True,High,3,Risk Level: High (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-016,Task 016,2025-02-06,2025-05-02,2025-02-07,2025-04-07,59,True,25,42.4,100%,Complete,True,True,False,H,8,Delayed by 25 days (+3 points); Risk Level: H (+2 points); On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-017,Task 017,2025-04-29,,2025-04-28,2025-06-03,36,False,0,0.0,0.10070065580890028,IP,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Delta,TSK-018,Task 018,2025-01-19,,2025-01-19,2025-02-15,27,False,0,0.0,43%,In Progress,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Delta,TSK-019,Task 019,2025-01-29,2025-04-17,2025-02-01,2025-03-02,29,True,46,158.6,100%,Complete,False,False,False,Medium,6,Delayed by 46 days (+5 points); Risk Level: Medium (+1 points),Update_002
Delta,TSK-020,Task 020,2024-12-03,,2024-12-06,2025-02-01,57,False,0,0.0,11%,Started,False,False,True,Low,0,,Update_002
Delta,TSK-021,Task 021,2025-01-29,,2025-01-31,2025-02-25,25,False,0,0.0,10%,IP,False,False,True,Low,0,,Update_002
Delta,TSK-022,Task 022,2025-06-30,2025-08-17,2025-06-30,2025-07-23,23,True,25,108.7,Complete,Complete,False,True,False,Low,5,Delayed by 25 days (+3 points); On Critical Path (+2 points),Update_002
Delta,TSK-023,Task 023,2025-03-03,,2025-03-04,2025-04-18,45,False,0,0.0,0.20460575882184828,Started,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Delta,TSK-024,Task 024,2025-03-05,,2025-03-03,2025-04-23,51,False,0,0.0,52%,Started,False,False,True,,0,,Update_002
Delta,TSK-025,Task 025,2025-08-25,,2025-08-22,2025-09-09,18,False,0,0.0,0.2,IP,False,False,True,L,0,,Update_002
Delta,TSK-026,Task 026,2025-04-23,,2025-04-21,2025-05-22,31,False,0,0.0,74%,In Progress,False,False,True,L,0,,Update_002
Delta,TSK-027,Task 027,2025-01-24,,2025-01-21,2025-03-18,56,False,0,0.0,,Started,False,False,True,,0,,Update_002
Delta,TSK-028,Task 028,2025-03-02,,2025-03-01,2025-03-25,24,False,0,0.0,11%,IP,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Delta,TSK-029,Task 029,2024-12-22,,2024-12-25,2025-02-13,50,False,0,0.0,60%,Started,False,True,True,High,4,Risk Level: High (+2 points); On Critical Path (+2 points),Update_002
Delta,TSK-030,Task 030,2025-09-16,,2025-09-16,2025-09-30,14,False,0,0.0,,Started,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Delta,TSK-031,Task 031,2025-07-26,2025-08-31,2025-07-24,2025-08-11,18,True,19,105.6,1.0,Complete,True,False,False,,3,Delayed by 19 days (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-032,Task 032,2024-11-09,2025-01-15,2024-11-07,2024-12-01,24,True,45,187.5,Complete,Complete,True,False,False,,6,Delayed by 45 days (+5 points); Milestone Task (+1 point),Update_002
Delta,TSK-033,Task 033,2025-04-30,,2025-05-03,2025-05-13,10,False,0,0.0,,Started,False,False,True,Low,0,,Update_002
Delta,TSK-034,Task 034,2024-12-02,2025-02-17,2024-11-30,2025-01-09,40,True,39,97.5,Complete,Complete,True,False,False,H,7,Delayed by 39 days (+4 points); Risk Level: H (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-035,Task 035,2025-02-03,,2025-02-03,2025-02-17,14,False,0,0.0,,In Progress,False,False,True,L,0,,Update_002
Delta,TSK-036,Task 036,2025-07-10,2025-08-26,2025-07-07,2025-07-26,19,True,31,163.2,Complete,Complete,True,False,False,Low,5,Delayed by 31 days (+4 points); Milestone Task (+1 point),Update_002
Delta,TSK-037,Task 037,2024-11-26,,2024-11-26,2024-12-15,19,False,0,0.0,,In Progress,False,False,True,L,0,,Update_002
Delta,TSK-038,Task 038,2025-05-16,,2025-05-18,2025-07-13,56,False,0,0.0,38%,In Progress,False,False,True,L,0,,Update_002
Delta,TSK-039,Task 039,2025-08-23,2025-09-10,2025-08-24,2025-09-10,17,False,0,0.0,100%,Complete,True,True,False,,3,On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-040,Task 040,2025-10-14,,2025-10-16,2025-11-09,24,False,0,0.0,61%,IP,False,False,True,,0,,Update_002
Delta,TSK-041,Task 041,2025-08-07,2025-10-11,2025-08-08,2025-09-08,31,True,33,106.5,100%,Complete,False,True,False,Medium,7,Delayed by 33 days (+4 points); Risk Level: Medium (+1 points); On Critical Path (+2 points),Update_002
Delta,TSK-042,Task 042,2025-07-05,2025-09-13,2025-07-07,2025-08-16,40,True,28,70.0,100%,Complete,False,True,False,High,7,Delayed by 28 days (+3 points); Risk Level: High (+2 points); On Critical Path (+2 points),Update_002
Delta,TSK-043,Task 043,2025-05-14,2025-06-28,2025-05-12,2025-05-30,18,True,29,161.1,1.0,Complete,False,False,False,,3,Delayed by 29 days (+3 points),Update_002
Delta,TSK-044,Task 044,2025-02-17,2025-05-06,2025-02-18,2025-04-12,53,True,24,45.3,Complete,Complete,False,True,False,H,7,Delayed by 24 days (+3 points); Risk Level: H (+2 points); On Critical Path (+2 points),Update_002
Delta,TSK-045,Task 045,2025-09-13,,2025-09-16,2025-11-11,56,False,0,0.0,7%,In Progress,True,True,True,,3,On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-046,Task 046,2025-03-19,,2025-03-20,2025-03-30,10,False,0,0.0,0.9290410534124596,In Progress,True,False,True,,1,Milestone Task (+1 point),Update_002
Delta,TSK-047,Task 047,2025-02-20,,2025-02-22,2025-03-06,12,False,0,0.0,0.99,Started,False,True,True,,2,On Critical Path (+2 points),Update_002
Delta,TSK-048,Task 048,2024-12-11,,2024-12-14,2024-12-25,11,False,0,0.0,10%,IP,True,False,True,L,1,Milestone Task (+1 point),Update_002
Delta,TSK-049,Task 049,2024-12-28,,2024-12-27,2025-01-14,18,False,0,0.0,8%,In Progress,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Delta,TSK-050,Task 050,2025-03-16,2025-06-08,2025-03-13,2025-05-04,52,True,35,67.3,100%,Complete,False,False,False,,4,Delayed by 35 days (+4 points),Update_002
Delta,TSK-051,Task 051,2025-09-06,2025-11-03,2025-09-07,2025-09-19,12,True,45,375.0,100%,Complete,True,False,False,,6,Delayed by 45 days (+5 points); Milestone Task (+1 point),Update_002
Delta,TSK-052,Task 052,2025-10-19,2025-11-21,2025-10-20,2025-10-31,11,True,21,190.9,100%,Complete,False,False,False,High,5,Delayed by 21 days (+3 points); Risk Level: High (+2 points),Update_002
Delta,TSK-053,Task 053,2025-03-12,,2025-03-11,2025-05-06,56,False,0,0.0,9%,IP,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Delta,TSK-054,Task 054,2025-06-20,,2025-06-19,2025-08-04,46,False,0,0.0,52%,In Progress,True,False,True,,1,Milestone Task (+1 point),Update_002
Delta,TSK-055,Task 055,2025-07-24,,2025-07-26,2025-08-12,17,False,0,0.0,0.1448659925894746,Started,False,True,True,L,2,On Critical Path (+2 points),Update_002
Delta,TSK-056,Task 056,2025-03-25,2025-05-30,2025-03-27,2025-04-11,15,True,49,326.7,Complete,Complete,False,False,False,Medium,6,Delayed by 49 days (+5 points); Risk Level: Medium (+1 points),Update_002
Delta,TSK-057,Task 057,2025-02-08,,2025-02-09,2025-03-02,21,False,0,0.0,7%,In Progress,True,False,True,High,3,Risk Level: High (+2 points); Milestone Task (+1 point),Update_002
Delta,TSK-058,Task 058,2025-05-12,,2025-05-10,2025-06-23,44,False,0,0.0,Complete,In Progress,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Delta,TSK-059,Task 059,2025-07-24,,2025-07-26,2025-08-27,32,False,0,0.0,59%,IP,False,True,True,Medium,3,Risk Level: Medium (+1 points); On Critical Path (+2 points),Update_002
Delta,TSK-060,Task 060,2024-12-06,,2024-12-08,2024-12-26,18,False,0,0.0,,In Progress,False,False,True,L,0,,Update_002
Delta,TSK-061,Task 061,2025-10-18,2026-01-03,2025-10-15,2025-11-25,41,True,39,95.1,100%,Complete,True,False,False,Medium,6,Delayed by 39 days (+4 points); Risk Level: Medium (+1 points); Milestone Task (+1 point),Update_002
Delta,TSK-062,Task 062,2025-05-29,,2025-05-30,2025-06-17,18,False,0,0.0,,Started,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Delta,TSK-063,Task 063,2025-07-16,,2025-07-14,2025-08-13,30,False,0,0.0,45%,IP,False,True,True,Low,2,On Critical Path (+2 points),Update_002
Delta,TSK-064,Task 064,2025-07-24,2025-09-28,2025-07-23,2025-09-19,58,True,9,15.5,1.0,Complete,False,False,False,Low,1,Delayed by 9 days (+1 points),Update_002
Delta,TSK-065,Task 065,2025-01-15,,2025-01-17,2025-02-13,27,False,0,0.0,,In Progress,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Delta,TSK-066,Task 066,2025-03-12,,2025-03-10,2025-04-13,34,False,0,0.0,11%,Started,False,True,True,Medium,3,Risk Level: Medium (+1 points); On Critical Path (+2 points),Update_002
Delta,TSK-067,Task 067,2025-08-26,,2025-08-26,2025-10-24,59,False,0,0.0,62%,Started,False,True,True,,2,On Critical Path (+2 points),Update_002
Delta,TSK-068,Task 068,2025-10-08,2025-12-12,2025-10-10,2025-12-02,53,True,10,18.9,100%,Complete,False,True,False,,3,Delayed by 10 days (+1 points); On Critical Path (+2 points),Update_002
Delta,TSK-069,Task 069,2025-03-03,,2025-03-06,2025-03-20,14,False,0,0.0,,In Progress,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Delta,TSK-070,Task 070,2025-03-12,2025-05-15,2025-03-10,2025-04-03,24,True,42,175.0,100%,Complete,False,True,False,High,9,Delayed by 42 days (+5 points); Risk Level: High (+2 points); On Critical Path (+2 points),Update_002
Delta,TSK-071,Task 071,2025-07-01,2025-08-21,2025-07-03,2025-08-21,49,False,0,0.0,1.0,Complete,False,False,False,Low,0,,Update_002
Delta,TSK-072,Task 072,2024-11-15,2024-12-18,2024-11-12,2024-11-27,15,True,21,140.0,Complete,Complete,True,False,False,Medium,5,Delayed by 21 days (+3 points); Risk Level: Medium (+1 points); Milestone Task (+1 point),Update_002
Delta,TSK-073,Task 073,2025-05-27,,2025-05-28,2025-06-23,26,False,0,0.0,0.9,Started,False,False,True,L,0,,Update_002
Delta,TSK-074,Task 074,2025-01-26,,2025-01-29,2025-02-25,27,False,0,0.0,0.5436523707427566,In Progress,False,True,True,H,4,Risk Level: H (+2 points); On Critical Path (+2 points),Update_002
Delta,TSK-075,Task 075,2025-07-14,,2025-07-16,2025-09-13,59,False,0,0.0,,In Progress,True,True,True,L,3,On Critical Path (+2 points); Milestone Task (+1 point),Update_002
