task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-021,Task 021,2025-04-27,,2025-04-25,2025-05-14,0.669415011111101,,In Progress,True,False,Medium,0.9,Update_004
TSK-022,Task 022,2025-01-11,,2025-01-10,2025-02-11,39,2 wks,In Progress,0,No,High,,Update_004
TSK-023,Task 023,2025-04-24,2025-06-15,2025-04-25,2025-06-03,100%,2 days,Complete,False,FALSE,High,,Update_004
TSK-024,Task 024,2024-10-30,,2024-11-02,2024-12-15,0.5675785378354584,20,IP,No,,Medium,0.98,Update_004
TSK-025,Task 025,2025-03-02,2025-04-09,2025-02-28,2025-03-23,Complete,5 days,Complete,True,FALSE,,0.88,Update_004
TSK-026,Task 026,2024-12-18,2025-02-06,2024-12-20,2025-01-22,1.0,10 days,Complete,FALSE,No,Low,1.0,Update_004
TSK-027,Task 027,2025-06-26,2025-08-15,2025-06-24,2025-07-31,Complete,,Complete,,1,Low,,Update_004
TSK-028,Task 028,2025-03-03,,2025-03-02,2025-03-15,32,,IP,No,TRUE,H,0.6,Update_004
TSK-029,Task 029,2025-08-19,,2025-08-20,2025-10-01,,2 wks,IP,,No,,,Update_004
TSK-030,Task 030,2025-01-31,2025-03-28,2025-02-02,2025-02-25,1.0,19,Complete,0,Yes,H,,Update_004
TSK-031,Task 031,2025-07-15,,2025-07-16,2025-08-26,,9 days,IP,0,1,L,,Update_004
TSK-032,Task 032,2025-03-16,,2025-03-13,2025-04-08,53,6 days,IP,False,No,,,Update_004
TSK-033,Task 033,2025-08-18,2025-10-02,2025-08-21,2025-09-26,Complete,30,Complete,,Yes,Medium,0.48,Update_004
TSK-034,Task 034,2025-08-11,,2025-08-10,2025-08-24,Complete,3 days,In Progress,TRUE,Yes,L,,Update_004
TSK-035,Task 035,2025-06-01,2025-07-01,2025-06-02,2025-06-23,1.0,9 days,Complete,No,1,L,0.27,Update_004
TSK-036,Task 036,2025-03-13,2025-05-08,2025-03-13,2025-04-28,100%,4 wks,Complete,,0,L,0.79,Update_004
TSK-037,Task 037,2024-12-16,2025-01-21,2024-12-19,2025-01-01,100%,,Complete,1,0,,0.33,Update_004
TSK-038,Task 038,2025-03-18,,2025-03-20,2025-05-11,,2 days,In Progress,True,,High,,Update_004
TSK-039,Task 039,2025-04-24,2025-05-11,2025-04-23,2025-05-03,Complete,38,Complete,True,1,Low,0.52,Update_004
TSK-040,Task 040,2025-03-10,,2025-03-09,2025-05-02,0.4162428741698049,2 wks,IP,FALSE,No,,0.96,Update_004
TSK-041,Task 041,2025-07-04,2025-09-25,2025-07-01,2025-08-20,1.0,2 days,Complete,False,True,Low,0.34,Update_004
TSK-042,Task 042,2025-02-21,2025-04-09,2025-02-23,2025-03-13,Complete,,Complete,,FALSE,High,0.22,Update_004
TSK-043,Task 043,2024-12-28,,2024-12-27,2025-02-06,36%,,In Progress,False,FALSE,,0.87,Update_004
TSK-044,Task 044,2025-10-14,2025-11-03,2025-10-12,2025-11-05,Complete,42,Complete,True,No,Low,0.49,Update_004
TSK-045,Task 045,2025-10-04,2025-11-24,2025-10-05,2025-10-28,1.0,8 days,Complete,0,No,L,0.53,Update_004
TSK-046,Task 046,2024-11-25,2025-01-25,2024-11-24,2025-01-23,Complete,9 days,Complete,FALSE,,L,,Update_004
TSK-047,Task 047,2024-12-20,2025-03-11,2024-12-23,2025-02-13,1.0,,Complete,No,True,H,,Update_004
TSK-048,Task 048,2025-01-09,2025-02-21,2025-01-09,2025-02-09,100%,4 wks,Complete,True,True,High,0.32,Update_004
TSK-049,Task 049,2025-02-07,2025-04-01,2025-02-06,2025-03-15,100%,,Complete,TRUE,0,Medium,0.74,Update_004
TSK-050,Task 050,2025-10-11,2025-12-25,2025-10-14,2025-12-13,Complete,1 days,Complete,False,1,L,0.33,Update_004
