task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-018,Task 018,2025-09-28,,2025-09-29,2025-11-26,,,Complete,FALSE,,L,,Update_001
TSK-019,Task 019,2025-05-31,,2025-05-28,2025-06-07,93%,3 wks,IP,No,No,L,0.73,Update_001
TSK-020,Task 020,2025-05-04,,2025-05-06,2025-06-30,,19,Not Started,0,True,Medium,,Update_001
TSK-021,Task 021,2025-04-27,,2025-04-25,2025-05-14,50,5 wks,Not Started,True,False,,,Update_001
TSK-022,Task 022,2025-01-11,,2025-01-10,2025-02-11,,,Complete,0,No,High,,Update_001
TSK-023,Task 023,2025-04-24,,2025-04-25,2025-06-03,96%,8 days,Not Started,False,FALSE,High,0.08,Update_001
TSK-024,Task 024,2024-10-30,,2024-11-02,2024-12-15,0.6132525390938471,5 wks,In Progress,No,,Medium,,Update_001
TSK-025,Task 025,2025-03-02,,2025-02-28,2025-03-23,85,5 wks,IP,True,FALSE,L,0.03,Update_001
TSK-026,Task 026,2024-12-18,,2024-12-20,2025-01-22,,,Not Started,FALSE,No,H,0.94,Update_001
TSK-027,Task 027,2025-06-26,,2025-06-24,2025-07-31,,,Complete,,1,H,0.06,Update_001
TSK-028,Task 028,2025-03-03,,2025-03-02,2025-03-15,,10 days,In Progress,No,TRUE,Low,0.79,Update_001
TSK-029,Task 029,2025-08-19,,2025-08-20,2025-10-01,,1 days,In Progress,,No,High,0.6,Update_001
TSK-030,Task 030,2025-01-31,,2025-02-02,2025-02-25,38%,2 wks,,0,Yes,H,,Update_001
TSK-031,Task 031,2025-07-15,,2025-07-16,2025-08-26,Complete,1 wks,In Progress,0,1,L,0.89,Update_001
TSK-032,Task 032,2025-03-16,,2025-03-13,2025-04-08,,,Complete,False,No,High,,Update_001
TSK-033,Task 033,2025-08-18,,2025-08-21,2025-09-26,0.8259033134597231,,,,Yes,Medium,0.38,Update_001
TSK-034,Task 034,2025-08-11,,2025-08-10,2025-08-24,39%,,IP,TRUE,Yes,High,0.13,Update_001
TSK-035,Task 035,2025-06-01,,2025-06-02,2025-06-23,,4 wks,Not Started,No,1,Low,,Update_001
TSK-036,Task 036,2025-03-13,,2025-03-13,2025-04-28,0.3818221898349363,5 wks,Complete,,0,,0.11,Update_001
TSK-037,Task 037,2024-12-16,,2024-12-19,2025-01-01,,2 wks,Complete,1,0,Medium,0.11,Update_001
TSK-038,Task 038,2025-03-18,,2025-03-20,2025-05-11,,,IP,True,,H,0.98,Update_001
TSK-039,Task 039,2025-04-24,,2025-04-23,2025-05-03,,8 days,In Progress,True,1,L,0.44,Update_001
TSK-040,Task 040,2025-03-10,,2025-03-09,2025-05-02,,,Complete,FALSE,No,H,,Update_001
TSK-041,Task 041,2025-07-04,,2025-07-01,2025-08-20,15%,,In Progress,False,True,L,,Update_001
TSK-042,Task 042,2025-02-21,2025-03-27,2025-02-23,2025-03-13,1.0,10 days,Complete,,FALSE,H,,Update_001
TSK-043,Task 043,2024-12-28,,2024-12-27,2025-02-06,11,2 days,Complete,False,FALSE,,0.79,Update_001
TSK-044,Task 044,2025-10-14,,2025-10-12,2025-11-05,89,6,IP,True,No,,,Update_001
TSK-045,Task 045,2025-10-04,,2025-10-05,2025-10-28,40,43,In Progress,0,No,High,0.97,Update_001
TSK-046,Task 046,2024-11-25,,2024-11-24,2025-01-23,82%,,IP,FALSE,,H,0.52,Update_001
TSK-047,Task 047,2024-12-20,,2024-12-23,2025-02-13,47,,,No,True,Low,,Update_001
TSK-048,Task 048,2025-01-09,,2025-01-09,2025-02-09,71%,,Not Started,True,True,H,0.22,Update_001
TSK-049,Task 049,2025-02-07,2025-03-29,2025-02-06,2025-03-15,Complete,,Complete,TRUE,0,High,,Update_001
TSK-050,Task 050,2025-10-11,,2025-10-14,2025-12-13,49%,2 days,Not Started,False,1,Medium,0.76,Update_001
