task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-030,Task 030,2025-01-31,2025-03-28,2025-02-02,2025-02-25,Complete,,Complete,0,Yes,Medium,,Update_008
TSK-031,Task 031,2025-07-15,2025-09-02,2025-07-16,2025-08-26,1.0,3 wks,Complete,0,1,L,,Update_008
TSK-032,Task 032,2025-03-16,2025-05-04,2025-03-13,2025-04-08,1.0,,Complete,False,No,H,0.7,Update_008
TSK-033,Task 033,2025-08-18,2025-10-02,2025-08-21,2025-09-26,1.0,5 wks,Complete,,Yes,H,,Update_008
TSK-034,Task 034,2025-08-11,2025-10-02,2025-08-10,2025-08-24,100%,2 days,Complete,TRUE,Yes,L,,Update_008
TSK-035,Task 035,2025-06-01,2025-07-06,2025-06-02,2025-06-23,Complete,7 days,Complete,No,1,H,0.09,Update_008
TSK-036,Task 036,2025-03-13,2025-05-08,2025-03-13,2025-04-28,1.0,26,Complete,,0,H,0.65,Update_008
TSK-037,Task 037,2024-12-16,2025-01-21,2024-12-19,2025-01-01,Complete,3 wks,Complete,1,0,,0.58,Update_008
TSK-038,Task 038,2025-03-18,2025-06-25,2025-03-20,2025-05-11,Complete,42,Complete,True,,,,Update_008
TSK-039,Task 039,2025-04-24,2025-05-17,2025-04-23,2025-05-03,Complete,8 days,Complete,True,1,,,Update_008
TSK-040,Task 040,2025-03-10,,2025-03-09,2025-05-02,,26,In Progress,FALSE,No,,0.18,Update_008
TSK-041,Task 041,2025-07-04,2025-09-28,2025-07-01,2025-08-20,Complete,1 days,Complete,False,True,H,,Update_008
TSK-042,Task 042,2025-02-21,2025-04-19,2025-02-23,2025-03-13,Complete,,Complete,,FALSE,Medium,,Update_008
TSK-043,Task 043,2024-12-28,2025-02-19,2024-12-27,2025-02-06,1.0,3 wks,Complete,False,FALSE,High,,Update_008
TSK-044,Task 044,2025-10-14,2025-11-09,2025-10-12,2025-11-05,1.0,1 wks,Complete,True,No,Medium,,Update_008
TSK-045,Task 045,2025-10-04,2025-12-02,2025-10-05,2025-10-28,Complete,29,Complete,0,No,High,,Update_008
TSK-046,Task 046,2024-11-25,2025-01-27,2024-11-24,2025-01-23,1.0,2 wks,Complete,FALSE,,Medium,,Update_008
TSK-047,Task 047,2024-12-20,2025-03-13,2024-12-23,2025-02-13,1.0,2 wks,Complete,No,True,High,,Update_008
TSK-048,Task 048,2025-01-09,2025-02-26,2025-01-09,2025-02-09,1.0,7 days,Complete,True,True,H,,Update_008
TSK-049,Task 049,2025-02-07,2025-04-01,2025-02-06,2025-03-15,100%,,Complete,TRUE,0,,,Update_008
TSK-050,Task 050,2025-10-11,2025-12-29,2025-10-14,2025-12-13,1.0,7 days,Complete,False,1,,0.0,Update_008
