project_name,task_id,task_name,recommendation,severity,confidence,trigger
Gamma,tsk-030,Task 030,"Task shows significant slippage (69 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-031,Task 031,"Task shows significant slippage (28 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-032,Task 032,"Task shows significant slippage (77 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-034,Task 034,"Task shows significant slippage (41 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-035,Task 035,"Task shows significant slippage (46 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-036,Task 036,"Task shows significant slippage (51 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-038,Task 038,"Task shows significant slippage (115 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-039,Task 039,"Task shows significant slippage (26 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-040,Task 040,"Task shows significant slippage (20 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-041,Task 041,"Task shows significant slippage (65 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-042,Task 042,"Task shows significant slippage (23 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-043,Task 043,"Task shows significant slippage (22 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-044,Task 044,"Task shows significant slippage (24 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-046,Task 046,"Task shows significant slippage (41 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-047,Task 047,"Task shows significant slippage (75 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-048,Task 048,"Task shows significant slippage (19 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-049,Task 049,"Task shows significant slippage (40 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-050,Task 050,"Task shows significant slippage (39 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-052,Task 052,"Task shows significant slippage (36 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-053,Task 053,"Task shows significant slippage (33 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-054,Task 054,"Task shows significant slippage (113 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-055,Task 055,"Task shows significant slippage (56 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-056,Task 056,"Task shows significant slippage (44 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-057,Task 057,"Task shows significant slippage (40 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-060,Task 060,"Task shows significant slippage (45 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-061,Task 061,"Task shows significant slippage (50 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-062,Task 062,"Task shows significant slippage (25 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-063,Task 063,"Task shows significant slippage (66 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-064,Task 064,"Task shows significant slippage (67 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-065,Task 065,"Task shows significant slippage (49 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-066,Task 066,"Task shows significant slippage (67 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-067,Task 067,"Task shows significant slippage (42 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-068,Task 068,"Task shows significant slippage (30 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-070,Task 070,"Task shows significant slippage (22 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-071,Task 071,"Task shows significant slippage (41 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-072,Task 072,"Task shows significant slippage (55 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,tsk-073,Task 073,"Task shows significant slippage (146 days). Investigate root causes (resource constraints, scope creep, dependencies).",High,0.85,Slippage > 7 days
Gamma,0,Task tsk-004,A significant change point in slippage trend was detected around update phase 'Update_012' (Slippage: -22 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,1,Task tsk-010,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 13 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,2,Task tsk-012,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: -35 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,3,Task tsk-013,A significant change point in slippage trend was detected around update phase 'Update_006' (Slippage: 18 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,4,Task tsk-016,A significant change point in slippage trend was detected around update phase 'Update_009' (Slippage: 41 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,5,Task tsk-023,A significant change point in slippage trend was detected around update phase 'Update_013' (Slippage: 62 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,6,Task tsk-030,A significant change point in slippage trend was detected around update phase 'Update_011' (Slippage: 69 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,7,Task tsk-037,A significant change point in slippage trend was detected around update phase 'Update_009' (Slippage: -30 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,8,Task tsk-041,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 35 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,9,Task tsk-047,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 75 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,10,Task tsk-056,A significant change point in slippage trend was detected around update phase 'Update_006' (Slippage: 15 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,11,Task tsk-061,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 49 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
Gamma,12,Task tsk-062,A significant change point in slippage trend was detected around update phase 'Update_008' (Slippage: 25 days). Investigate events or factors causing this shift.,Medium,0.75,Change Point Detected (PELT)
