project_name,task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,baseline_duration,is_delayed,delay_days,delay_percentage,percent_complete,status,is_milestone,is_critical,is_active,risk_flag,severity_score,severity_factors,update_phase
Beta,TSK-042,Task 042,2025-02-09,2025-04-08,2025-02-09,2025-02-25,16,True,42,262.5,100%,Complete,True,False,False,Medium,7,Delayed by 42 days (+5 points); Risk Level: Medium (+1 points); Milestone Task (+1 point),Update_002
Beta,TSK-043,Task 043,2025-09-23,,2025-09-23,2025-11-22,60,False,0,0.0,89%,Started,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Beta,TSK-044,Task 044,2025-10-18,,2025-10-15,2025-12-03,49,False,0,0.0,,IP,True,False,True,H,3,Risk Level: H (+2 points); Milestone Task (+1 point),Update_002
Beta,TSK-045,Task 045,2025-02-01,2025-03-26,2025-01-30,2025-02-09,10,True,45,450.0,100%,Complete,False,True,False,Low,7,Delayed by 45 days (+5 points); On Critical Path (+2 points),Update_002
Beta,TSK-046,Task 046,2025-08-01,,2025-08-02,2025-09-12,41,False,0,0.0,,IP,False,True,True,L,2,On Critical Path (+2 points),Update_002
Beta,TSK-047,Task 047,2024-11-23,,2024-11-22,2025-01-10,49,False,0,0.0,55%,In Progress,False,False,True,L,0,,Update_002
Beta,TSK-048,Task 048,2025-03-21,,2025-03-21,2025-04-23,33,False,0,0.0,,In Progress,False,False,True,L,0,,Update_002
Beta,TSK-049,Task 049,2025-10-11,,2025-10-13,2025-11-25,43,False,0,0.0,66%,Started,False,False,True,,0,,Update_002
Beta,TSK-050,Task 050,2025-03-07,,2025-03-06,2025-04-16,41,False,0,0.0,,Started,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Beta,TSK-051,Task 051,2025-01-04,,2025-01-03,2025-02-07,35,False,0,0.0,,In Progress,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Beta,TSK-052,Task 052,2025-04-22,,2025-04-24,2025-06-15,52,False,0,0.0,,IP,False,True,True,L,2,On Critical Path (+2 points),Update_002
Beta,TSK-053,Task 053,2025-01-12,2025-02-11,2025-01-11,2025-01-22,11,True,20,181.8,Complete,Complete,False,False,False,Medium,3,Delayed by 20 days (+2 points); Risk Level: Medium (+1 points),Update_002
Beta,TSK-054,Task 054,2025-03-14,2025-05-14,2025-03-16,2025-04-14,29,True,30,103.4,Complete,Complete,False,True,False,High,7,Delayed by 30 days (+3 points); Risk Level: High (+2 points); On Critical Path (+2 points),Update_002
Beta,TSK-055,Task 055,2025-01-31,2025-04-15,2025-02-01,2025-03-05,32,True,41,128.1,Complete,Complete,False,False,False,High,7,Delayed by 41 days (+5 points); Risk Level: High (+2 points),Update_002
Beta,TSK-056,Task 056,2025-06-25,2025-08-19,2025-06-22,2025-07-13,21,True,37,176.2,100%,Complete,False,True,False,H,8,Delayed by 37 days (+4 points); Risk Level: H (+2 points); On Critical Path (+2 points),Update_002
Beta,TSK-057,Task 057,2025-03-18,2025-03-28,2025-03-21,2025-04-02,12,False,-5,-41.7,100%,Complete,False,False,False,High,2,Risk Level: High (+2 points),Update_002
Beta,TSK-058,Task 058,2025-10-25,,2025-10-28,2025-11-27,30,False,0,0.0,,Started,True,False,True,H,3,Risk Level: H (+2 points); Milestone Task (+1 point),Update_002
Beta,TSK-059,Task 059,2025-03-18,2025-06-13,2025-03-16,2025-04-25,40,True,49,122.5,Complete,Complete,False,False,False,L,5,Delayed by 49 days (+5 points),Update_002
Beta,TSK-060,Task 060,2024-12-01,2025-01-10,2024-12-01,2024-12-24,23,True,17,73.9,Complete,Complete,True,True,False,H,7,Delayed by 17 days (+2 points); Risk Level: H (+2 points); On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Beta,TSK-061,Task 061,2025-06-08,,2025-06-09,2025-07-02,23,False,0,0.0,89%,Started,True,True,True,,3,On Critical Path (+2 points); Milestone Task (+1 point),Update_002
Beta,TSK-062,Task 062,2025-01-05,,2025-01-02,2025-02-18,47,False,0,0.0,8%,Started,False,False,True,High,2,Risk Level: High (+2 points),Update_002
Beta,TSK-063,Task 063,2025-05-30,2025-08-07,2025-05-27,2025-06-16,20,True,52,260.0,Complete,Complete,False,True,False,L,7,Delayed by 52 days (+5 points); On Critical Path (+2 points),Update_002
Beta,TSK-064,Task 064,2025-06-04,2025-08-10,2025-06-01,2025-06-25,24,True,46,191.7,Complete,Complete,False,True,False,L,7,Delayed by 46 days (+5 points); On Critical Path (+2 points),Update_002
Beta,TSK-065,Task 065,2025-01-09,,2025-01-06,2025-02-15,40,False,0,0.0,100%,Started,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Beta,TSK-066,Task 066,2025-10-30,2026-01-27,2025-10-29,2025-12-04,36,True,54,150.0,Complete,Complete,False,False,False,L,5,Delayed by 54 days (+5 points),Update_002
Beta,TSK-067,Task 067,2025-10-27,,2025-10-25,2025-11-04,10,False,0,0.0,8%,In Progress,False,False,True,L,0,,Update_002
Beta,TSK-068,Task 068,2025-05-11,,2025-05-10,2025-06-05,26,False,0,0.0,56%,Started,False,False,True,L,0,,Update_002
Beta,TSK-069,Task 069,2025-08-15,2025-10-17,2025-08-13,2025-08-24,11,True,54,490.9,100%,Complete,True,False,False,Low,6,Delayed by 54 days (+5 points); Milestone Task (+1 point),Update_002
Beta,TSK-070,Task 070,2025-10-08,2025-12-11,2025-10-05,2025-11-09,35,True,32,91.4,100%,Complete,False,False,False,H,6,Delayed by 32 days (+4 points); Risk Level: H (+2 points),Update_002
Beta,TSK-071,Task 071,2025-02-10,2025-04-26,2025-02-09,2025-04-02,52,True,24,46.2,Complete,Complete,False,False,False,High,5,Delayed by 24 days (+3 points); Risk Level: High (+2 points),Update_002
Beta,TSK-072,Task 072,2025-01-02,,2025-01-05,2025-01-26,21,False,0,0.0,26%,Started,False,False,True,Medium,1,Risk Level: Medium (+1 points),Update_002
Beta,TSK-073,Task 073,2024-11-17,,2024-11-14,2025-01-03,50,False,0,0.0,7%,In Progress,False,False,True,H,2,Risk Level: H (+2 points),Update_002
Beta,TSK-074,Task 074,2025-05-09,2025-07-12,2025-05-08,2025-07-02,55,False,0,0.0,100%,Complete,False,True,False,Medium,0,,Update_002
Beta,TSK-075,Task 075,2025-04-19,,2025-04-16,2025-05-14,28,False,0,0.0,28%,Started,True,False,True,L,1,Milestone Task (+1 point),Update_002
