task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-016,Task 016,2025-05-21,2025-07-29,2025-05-19,2025-06-23,100%,3 days,Complete,False,False,,0.13,Update_010
TSK-017,Task 017,2024-12-25,2025-02-27,2024-12-22,2025-02-13,100%,,Complete,No,False,Medium,,Update_010
TSK-018,Task 018,2025-02-11,2025-02-27,2025-02-11,2025-03-02,1.0,,Complete,,FALSE,Medium,0.59,Update_010
TSK-019,Task 019,2025-07-11,2025-08-07,2025-07-10,2025-07-29,Complete,6,Complete,True,TRUE,Medium,,Update_010
TSK-020,Task 020,2025-07-18,2025-08-08,2025-07-20,2025-08-01,1.0,2 wks,Complete,True,0,High,,Update_010
TSK-021,Task 021,2025-06-12,2025-06-24,2025-06-11,2025-06-28,1.0,28,Complete,Yes,1,High,,Update_010
TSK-022,Task 022,2025-01-07,2025-04-01,2025-01-09,2025-03-02,Complete,1 wks,Complete,FALSE,,,,Update_010
TSK-023,Task 023,2024-11-03,2024-12-24,2024-11-05,2024-12-08,100%,15,Complete,False,0,,0.86,Update_010
TSK-024,Task 024,2025-07-10,2025-08-28,2025-07-10,2025-08-25,1.0,8 days,Complete,True,False,High,,Update_010
TSK-025,Task 025,2025-09-28,2025-12-11,2025-09-30,2025-11-25,Complete,3 wks,Complete,0,0,L,,Update_010
TSK-026,Task 026,2024-12-29,2025-01-28,2024-12-27,2025-01-28,100%,,Complete,No,Yes,Low,,Update_010
TSK-027,Task 027,2025-09-12,2025-10-26,2025-09-15,2025-10-17,Complete,,Complete,1,Yes,,,Update_010
TSK-028,Task 028,2025-10-10,2025-11-05,2025-10-13,2025-11-06,Complete,29,Complete,0,0,Low,,Update_010
TSK-029,Task 029,2025-08-18,2025-10-01,2025-08-17,2025-10-02,100%,5 wks,Complete,False,No,L,0.41,Update_010
TSK-030,Task 030,2025-06-19,2025-07-17,2025-06-18,2025-07-19,Complete,,Complete,0,,High,,Update_010
TSK-031,Task 031,2025-02-13,2025-04-01,2025-02-11,2025-03-14,Complete,27,Complete,FALSE,No,High,0.68,Update_010
TSK-032,Task 032,2025-07-13,2025-09-07,2025-07-11,2025-08-30,1.0,2 wks,Complete,No,FALSE,L,,Update_010
TSK-033,Task 033,2025-05-23,2025-07-15,2025-05-26,2025-07-15,1.0,3 days,Complete,False,No,H,,Update_010
TSK-034,Task 034,2025-08-01,2025-08-10,2025-08-02,2025-08-12,1.0,3 days,Complete,False,,L,,Update_010
TSK-035,Task 035,2025-10-07,2025-12-03,2025-10-09,2025-11-02,100%,,Complete,Yes,0,Medium,0.7,Update_010
TSK-036,Task 036,2025-03-04,2025-04-02,2025-03-05,2025-03-29,1.0,10,Complete,False,True,High,0.59,Update_010
TSK-037,Task 037,2025-10-07,2025-11-07,2025-10-08,2025-10-23,100%,44,Complete,No,No,Medium,0.2,Update_010
TSK-038,Task 038,2025-10-14,2025-12-25,2025-10-11,2025-12-06,1.0,8 days,Complete,0,Yes,L,,Update_010
TSK-039,Task 039,2025-01-09,2025-01-28,2025-01-07,2025-01-21,Complete,,Complete,True,Yes,,,Update_010
TSK-040,Task 040,2025-05-20,2025-06-25,2025-05-17,2025-06-02,Complete,,Complete,0,True,Low,,Update_010
TSK-041,Task 041,2024-12-25,2025-03-24,2024-12-22,2025-02-10,Complete,15,Complete,Yes,No,H,0.43,Update_010
TSK-042,Task 042,2025-04-28,2025-06-11,2025-04-28,2025-06-03,100%,6 days,Complete,FALSE,Yes,L,,Update_010
TSK-043,Task 043,2025-06-01,2025-06-24,2025-06-01,2025-06-13,1.0,2 days,Complete,False,1,Medium,,Update_010
TSK-044,Task 044,2024-11-18,2024-12-20,2024-11-17,2024-12-07,100%,,Complete,False,TRUE,H,,Update_010
TSK-045,Task 045,2025-05-19,2025-06-16,2025-05-20,2025-06-02,Complete,25,Complete,TRUE,No,,,Update_010
TSK-046,Task 046,2024-11-12,2024-12-30,2024-11-12,2024-12-22,1.0,,Complete,1,0,Low,0.66,Update_010
TSK-047,Task 047,2025-05-19,2025-07-17,2025-05-21,2025-06-29,100%,2 wks,Complete,,FALSE,Medium,,Update_010
TSK-048,Task 048,2025-04-03,2025-06-09,2025-04-02,2025-06-01,1.0,,Complete,False,,,,Update_010
TSK-049,Task 049,2025-03-07,2025-04-22,2025-03-04,2025-04-21,100%,5 wks,Complete,,TRUE,High,0.26,Update_010
TSK-050,Task 050,2025-01-20,2025-03-17,2025-01-17,2025-03-04,1.0,,Complete,FALSE,,L,0.24,Update_010
