task_id,task_name,actual_start,actual_finish,baseline_start,baseline_end,percent_complete,duration,status,is_milestone,is_critical,risk_flag,severity_score,update_phase
TSK-022,Task 022,2025-10-08,,2025-10-06,2025-10-26,,9 days,In Progress,,0,L,,Update_003
TSK-023,Task 023,2024-11-26,2025-01-11,2024-11-28,2025-01-15,Complete,6 days,Complete,,TRUE,,,Update_003
TSK-024,Task 024,2024-10-26,,2024-10-28,2024-11-07,0.43236033520042916,9 days,In Progress,1,False,Low,,Update_003
TSK-025,Task 025,2025-02-17,,2025-02-18,2025-03-13,24,38,IP,Yes,0,Medium,,Update_003
TSK-026,Task 026,2025-07-25,,2025-07-25,2025-08-05,25,47,IP,1,Yes,Low,0.46,Update_003
TSK-027,Task 027,2025-05-09,2025-05-28,2025-05-10,2025-05-31,100%,7,Complete,Yes,,,,Update_003
TSK-028,Task 028,2025-02-20,2025-04-05,2025-02-20,2025-04-02,Complete,,Complete,Yes,Yes,,0.51,Update_003
TSK-029,Task 029,2025-07-19,,2025-07-16,2025-08-03,,8 days,IP,Yes,No,L,,Update_003
TSK-030,Task 030,2025-10-21,2025-12-27,2025-10-23,2025-12-07,100%,2 wks,Complete,,True,Medium,0.05,Update_003
TSK-031,Task 031,2025-05-11,2025-06-18,2025-05-14,2025-06-02,Complete,3 wks,Complete,1,No,L,,Update_003
TSK-032,Task 032,2025-09-01,,2025-08-31,2025-10-06,,2 wks,IP,FALSE,,Low,0.83,Update_003
TSK-033,Task 033,2025-10-19,2025-11-13,2025-10-19,2025-11-15,Complete,3 wks,Complete,1,0,Low,0.13,Update_003
TSK-034,Task 034,2025-04-12,2025-05-20,2025-04-12,2025-05-17,Complete,5 wks,Complete,FALSE,0,Low,,Update_003
TSK-035,Task 035,2024-10-30,2024-11-22,2024-11-01,2024-11-27,100%,,Complete,True,TRUE,High,0.55,Update_003
TSK-036,Task 036,2025-08-05,,2025-08-04,2025-09-19,Complete,5,In Progress,TRUE,True,,0.48,Update_003
TSK-037,Task 037,2025-03-31,2025-05-15,2025-04-02,2025-05-09,100%,31,Complete,No,,L,0.5,Update_003
TSK-038,Task 038,2024-11-14,2025-01-21,2024-11-12,2025-01-11,Complete,41,Complete,,TRUE,High,0.71,Update_003
TSK-039,Task 039,2025-07-23,,2025-07-24,2025-08-08,91%,50,In Progress,0,,Low,0.87,Update_003
TSK-040,Task 040,2024-11-28,,2024-11-30,2025-01-08,0.2853228253897195,,IP,FALSE,False,Low,0.42,Update_003
TSK-041,Task 041,2025-01-29,2025-04-04,2025-01-31,2025-03-24,100%,8 days,Complete,No,0,H,0.27,Update_003
TSK-042,Task 042,2025-06-13,,2025-06-12,2025-06-24,0.29165714506573437,5 wks,In Progress,,False,High,0.76,Update_003
TSK-043,Task 043,2025-03-25,2025-05-12,2025-03-25,2025-05-01,100%,38,Complete,FALSE,1,H,,Update_003
TSK-044,Task 044,2024-11-26,2025-01-12,2024-11-24,2025-01-03,1.0,49,Complete,,,H,0.33,Update_003
TSK-045,Task 045,2025-02-15,2025-04-13,2025-02-13,2025-03-13,Complete,1 days,Complete,,False,L,0.45,Update_003
TSK-046,Task 046,2025-10-07,2025-11-15,2025-10-07,2025-11-09,100%,9 days,Complete,False,False,High,,Update_003
TSK-047,Task 047,2025-08-09,,2025-08-12,2025-09-25,Complete,,In Progress,False,False,,0.45,Update_003
TSK-048,Task 048,2025-04-10,2025-06-07,2025-04-12,2025-06-09,100%,5 wks,Complete,No,False,H,0.51,Update_003
TSK-049,Task 049,2025-02-07,2025-04-06,2025-02-06,2025-03-25,100%,5 days,Complete,True,False,Medium,0.31,Update_003
TSK-050,Task 050,2025-01-18,2025-01-31,2025-01-18,2025-02-03,1.0,2 wks,Complete,No,,Medium,0.73,Update_003
